FX0329950.001;0531890;0000;EUR;CHANGE SPOT CLIENT;C;USD;EUR;24112025;26112025;50000.000;ACQUISTO EUR CONTRO USD 57 805 A 1.1561;00000000;;;1.156100000000;0.000000000000;Y;USD;;;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
FX0329950.001;0531890;0000;USD;CHANGE SPOT CLIENT;D;USD;EUR;24112025;26112025;57805.000;VENDITA USD CONTRO EUR 50 000 A 1.1561;00000000;;;1.156100000000;0.000000000000;Y;USD;;;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
