     2027926.000;0012620;FR0010149120;PART FDS OBLIGATIONS - AGREES;CARMIGNAC SECURITE FCP SECURITE FCP;369;354;EUR;26011989;00000000;0.0000000000;0.000000;EUR;2024;1;1917.240000;425;11092025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
     3449693.000;0012620;LU0410168768;PART FDS OBLIGATIONS - AGREES;MORGAN STANLEY INVESTMENT FUNDS SICAV -;576;354;EUR;20032009;00000000;0.0000000000;0.000000;;;0;49.390000;425;12092025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
    10061141.000;0012620;IE00B65YMK29;PART FDS OBLIGATIONS - AGREES;MUZINICH FUNDS - MUZINICH ENHANCEDYIELD;510;643;EUR;08042009;00000000;0.0000000000;0.000000;;;0;156.810000;425;12092025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    18112844.000;0012620;LU0712123511;PART FDS OBLIGATIONS - AGREES;MORGAN STANLEY INVESTMENT FUNDS SICAV -;576;354;EUR;02042012;00000000;0.0000000000;0.000000;;;0;32.470000;425;12092025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
    24578063.000;0012620;LU1073897255;PART FDS OBLIGATIONS - GROUPE;INDOSUEZ FUNDS SICAV - EURO BONDS SHS;576;354;EUR;21102014;00000000;0.0000000000;0.000000;;;0;110.960000;420;11092025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
    41246104.000;0012620;LU1585265066;PART FDS OBLIGATIONS - AGREES;TIKEHAU FUND SICAV - TIKEHAU SHORT;576;999;EUR;01092020;00000000;0.0000000000;0.000000;;;0;131.570000;425;11092025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
     1865947.000;0531890;VGG7238P1146;PART FDS ALT - STANDARD;PRIMA CAPITAL FUND LTD RED.PREF.SHS -D-;967;354;EUR;31031992;00000000;0.0100000000;0.000000;;;0;410.570000;43E;31082025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
     3624607.000;0531890;DE000A0S9GB0;EXCHANGE TRADED COMMODITIES;DT BOERSE COMM EXCHANGE TRADED PRODUCT;044;044;EUR;29112007;00000000;0.0000000000;0.000000;;;0;100.010000;407;12092025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
    13281365.000;0531890;LU0646914142;PART FDS OBLIGATION - STANDARD;ARCANO LOW VOLATILITY EUROPEAN INCOME;576;354;EUR;31012012;00000000;0.0000000000;0.000000;;;0;186.410000;435;11092025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
    29226486.000;0531890;FR0012903250;PART FDS CT - GROUPE;BFT AUREUS ISR FCP PARTS -PC-;369;354;EUR;13102020;00000000;0.0000000000;0.000000;;;0;107.709230;423;11092025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
