BR1083376.000;0012620;001;10061141.000;RACHAT (FONDS);EUR;EUR;24092025;29092025;25092025;850.0000000000;EUR;;133433.000;0.000;0.000;1067.460;0.000;132365.540;156.980000;;;;IE00B65YMK29;425;V;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;OB1398756;0;;2000793;FUND CHANNEL SA LUXEMBOURG;20250925;082022;1.00000000;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
BR1083366.000;0012620;001;18112844.000;RACHAT (FONDS);EUR;EUR;24092025;29092025;25092025;8200.0000000000;EUR;;266500.000;0.000;0.000;2132.000;0.000;264368.000;32.500000;;;;LU0712123511;425;V;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;OB1398743;0;;2000793;FUND CHANNEL SA LUXEMBOURG;20250925;075036;1.00000000;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
