BR1095793.000;0012620;001;44433685.000;SOUSCRIPTION;EUR;EUR;07112025;11112025;10112025;4700.0000000000;EUR;;501020.000;0.000;0.000;2104.280;0.000;503124.280;106.600000;;;;LU1901202363;437;A;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;OB1413234;0;;2000793;FUND CHANNEL SA LUXEMBOURG;20251110;115018;1.00000000;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
BR1095674.000;0531890;001;33531414.000;SOUSCRIPTION;EUR;EUR;06112025;12112025;10112025;2376.0000000000;EUR;;196411.330;0.000;0.000;824.930;0.000;197236.260;82.664700;;;;IE00BD08G390;437;A;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;OB1413324;0;;2000793;FUND CHANNEL SA LUXEMBOURG;20251110;095016;1.00000000;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
