"","X.CH0012005267.","X.CH0012142631.","X.CH0012214059.","X.CH0012221716.","X.CH0012549785.","X.CH0025751329.","X.CH0038863350.","X.CH0244767585.","X.CH0311864901.","X.CH0432492467.","X.CH1175448666.","X.CH1430134226.","X.CC.CHF.","X.LU1901202280.","X.LU1901202363.","X.CH0025536027.","X.CH0139101593."
"1","CH0012005267","CH0012142631","CH0012214059","CH0012221716","CH0012549785","CH0025751329","CH0038863350","CH0244767585","CH0311864901","CH0432492467","CH1175448666","CH1430134226","CC-CHF","LU1901202280","LU1901202363","CH0025536027","CH0139101593"
