Répartition Générale (Pondération),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liq,DevT,CTerme,Oblig,Actions,HF,MPrem,Autres,Total,,,,,,,,,,,,,,,,,
,Comptabilisé,Actions,0,444336750,LU1901202280,52122600,8026.899,2.351201209,DHARMARESEARCH DR EQ A,EUR,145.39,1262641.099,1222183.755,1167030.846,1154391.902,144,144,361900.8756,0,85279.1892,85279.1892,7.07607843,1.76E-01,0.00485072,6.976341789,0.17138491,30.2511688
,Comptabilisé,Actions,0,444336750,LU1901202280,53233600,4863.726,1.424659567,DHARMARESEARCH DR EQ A,EUR,145.39,685294.0452,653090.8449,707137.1231,699478.8281,126,144,145305.3381,0,46387.98322,46387.98322,7.102837773,0.09586413,0.00257811,7.102837773,0.09328602,32.342896
,Comptabilisé,Actions,0,444336750,LU1901202280,532336A0,220,0.064441357,DHARMARESEARCH DR EQ A,EUR,145.39,30997.77618,29541.1349,31985.8,31639.39379,143,143,9622.8,0,2098.258888,2098.258888,7.102837773,0.004336204,0.00011662,7.102837773,0.00421959,27.77935014
,Comptabilisé,Actions,0,444336750,LU1901202280,532336B0,460,0.13474102,DHARMARESEARCH DR EQ A,EUR,145.39,64813.53201,61767.82751,66879.4,66155.0961,143,143,20120.4,0,4387.268584,4387.268584,7.10E+00,9.07E-03,0.00024383,7.10E+00,0.00882278,48.07229637
,Comptabilisé,Actions,0,444336750,LU1901202280,53233700,14548.142,4.261372799,DHARMARESEARCH DR EQ A,EUR,145.39,1673946.712,1541394.92,2115154.365,2092247.244,119,132,345518.1136,0,104361.9039,104361.9039,6.525582801,0.21567144,0.00597212,6.537745121,0.20969932,30.80480893
,Comptabilisé,Actions,0,444336750,LU1901202280,532338B0,350,0.102520341,DHARMARESEARCH DR EQ A,EUR,145.39,49314.64392,46997.26007,50886.5,50335.39921,143,143,15309,0,3338.13914,3338.13914,7.10E+00,0.006898507,0.00018552,7.102837773,0.00671298,30.5601531
,Comptabilisé,Actions,0,444336750,LU1901202280,534552A0,14242.164,4.171747174,DHARMARESEARCH DR EQ A,EUR,145.39,1601808.463,1468484.982,2070668.224,2048242.887,115,115,280989.834,0,103192.7825,103192.7825,6.7434718,0.213255366,0.00569332,6.712579175,0.20756205,30.15823424
,Comptabilisé,Actions,0,444336750,LU1901202280,53896900,1227.505,0.359554946,DHARMARESEARCH DR EQ A,EUR,145.39,129965.9473,117695.2384,178466.952,176534.1549,116,116,24943.03195,0,7521.603641,7521.603641,6.048858796,0.015543939,0.00045071,6.185528797,0.01509323,30.31312173
,Comptabilisé,Actions,0,444336750,LU1901202280,54570000,5894.636,1.726628838,DHARMARESEARCH DR EQ A,EUR,145.39,830548.2154,791519.2602,857021.128,847739.5892,102,103,17156.33922,0,56220.32899,56220.32899,7.102837773,1.16E-01,0.00312457,7.102837773,0.11305882,11.21460099
,Comptabilisé,Actions,0,444336750,LU1901202280,54617000,1522.533,0.44597315,DHARMARESEARCH DR EQ A,EUR,145.39,214523.3507,204442.5125,221361.0729,218963.7325,108,109,16461.50245,0,14521.22,14521.22,7.102837773,0.030009154,0.00080705,7.102837773,0.02920211,21.61983778
,Comptabilisé,Actions,0,444336750,LU1901202280,60864 F4,6824.6,1.999029485,DHARMARESEARCH DR EQ A,EUR,145.39,961579.1969,916392.8601,992228.594,981482.7583,145,145,310876.564,0,65089.89821,65089.89821,7.102837773,1.35E-01,0.00361751,7.102837773,0.13089548,32.73404137
,Comptabilisé,Actions,0,444336750,LU1901202280,60864 W1,7705.467,2.257048871,DHARMARESEARCH DR EQ A,EUR,145.39,1085692.461,1034673.819,1120297.847,1108165.021,126,126,233498.0671,0,73491.20281,73491.20281,7.102837773,0.151874898,0.00408443,7.102837773,0.14779047,32.12143046
,Comptabilisé,Obligations,0,444336850,LU1901202363,15549 00,15200.483,2.930124111,DHARMARESEARCH DR GBL A,EUR,95.68,1057601.567,978936.1896,1454382.213,1438631.254,90,95,-153278.1406,0,15452.80354,15452.80354,1.490830528,0.031934339,0.00356559,1.829919442,0.02836875,32.7851153
,Comptabilisé,Obligations,0,444336850,LU1901202363,32540 00,905.927,0.174631197,DHARMARESEARCH DR GBL A,EUR,95.68,85899.48448,83977.66707,86679.09536,85740.36076,87,95,-12473.97924,0,1762.69369,1762.69369,2.099002927,3.64E-03,0.00031549,2.099002927,0.00332725,42.89037641
,Comptabilisé,Obligations,0,444336850,LU1901202363,51921000,12864.435,2.479815356,DHARMARESEARCH DR GBL A,EUR,95.68,1145291.245,1108987.105,1230869.141,1217538.828,95,95,-63960.8892,0,21861.88371,21861.88371,1.951562411,0.045179168,0.00414274,2.001539888,0.04103643,32.86584543
,Comptabilisé,Obligations,0,444336850,LU1901202363,52122600,15796.627,3.045039927,DHARMARESEARCH DR GBL A,EUR,95.68,1497827.215,1464316.532,1511421.271,1495052.579,94,94,-84493.48864,0,30736.04688,30736.04688,2.099002927,0.063518269,0.00550111,2.099002927,0.05801716,39.17827894
,Transmis,Obligations,0,444336850,LU1901202363,52122600,-2412,-0.464949657,DHARMARESEARCH DR GBL A,EUR,95.68,-5853.354125,0,-230780.16,-228280.8109,,,,0,,,,,,,,-5.982163712
,Comptabilisé,Obligations,0,444336850,LU1901202363,53182600,690,0.133007986,DHARMARESEARCH DR GBL A,EUR,95.68,65425.40877,63961.65505,66019.2,65304.21206,94,94,-4119.3,0,1342.557012,1342.557012,2.10E+00,2.77E-03,0.00024029,2.099002927,0.0025342,29.62249795
,Comptabilisé,Obligations,0,444336850,LU1901202363,53233600,7534.155,1.452322878,DHARMARESEARCH DR GBL A,EUR,95.68,654927.404,631751.5844,720867.9504,713060.9505,85,95,-125383.8595,0,12130.6861,12130.6861,1.89E+00,2.51E-02,0.00235462,1.97E+00,0.02271433,32.97091383
,Comptabilisé,Obligations,0,444336850,LU1901202363,532336A0,560,0.107948511,DHARMARESEARCH DR GBL A,EUR,95.68,53098.88248,51910.90845,53580.8,53000.51994,94,94,-3343.2,0,1089.611488,1089.611488,2.099002927,0.002251761,0.00019502,2.099002927,0.00205674,46.53439351
,Comptabilisé,Obligations,0,444336850,LU1901202363,532336B0,610,0.117586771,DHARMARESEARCH DR GBL A,EUR,95.68,57839.85413,56545.81099,58364.8,57732.70922,94,94,-3641.7,0,1186.898228,1186.898228,2.099002927,0.002452811,0.00021243,2.10E+00,0.00224038,41.95208036
,Comptabilisé,Obligations,0,444336850,LU1901202363,53233700,27771.659,5.353409338,DHARMARESEARCH DR GBL A,EUR,95.68,2633292.96,2574378.657,2657192.333,2628414.94,83,94,-508790.8598,0,54036.28337,54036.28337,2.099002927,0.111669897,0.00967136,2.10E+00,0.10199853,38.69897321
,Transmis,Obligations,0,444336850,LU1901202363,53233700,-3.64E+03,-0.700701494,DHARMARESEARCH DR GBL A,EUR,95.68,-8821.286171,0,-347796.8,-344030.1607,,,,0,,,,,,,,-5.06526339
,Comptabilisé,Obligations,0,444336850,LU1901202363,53233800,391.7,0.075506128,DHARMARESEARCH DR GBL A,EUR,95.68,37140.77191,36309.8265,37477.856,37071.97082,94,94,-2387.624,0,762.1443212,762.1443212,2.099002927,0.001575026,0.00013641,2.099002927,0.00143862,7.124590833
,Comptabilisé,Obligations,0,444336850,LU1901202363,532338A0,915.257,0.176429697,DHARMARESEARCH DR GBL A,EUR,95.68,86784.14979,84842.53988,87571.78976,86623.38728,93,93,-5946.22024,0,1780.847396,1780.847396,2.10E+00,3.68E-03,0.00031873,2.10E+00,0.00336152,34.67338405
,Comptabilisé,Obligations,0,444336850,LU1901202363,532338B0,1015.257,0.195706216,DHARMARESEARCH DR GBL A,EUR,95.68,96266.09309,94112.34496,97139.78976,96087.76584,93,93,-6543.22024,0,1975.420876,1975.420876,2.099002927,0.00408235,0.00035356,2.10E+00,0.00372879,58.33780762
,Transmis,Obligations,0,444336850,LU1901202363,532338B0,-3.12E+02,-0.060142742,DHARMARESEARCH DR GBL A,EUR,95.68,-757.1502848,0,-29852.16,-29528.86111,,,,0,,,,,,,,-17.92787046
,Comptabilisé,Obligations,0,444336850,LU1901202363,534552A0,23497.336,4.52946862,DHARMARESEARCH DR GBL A,EUR,95.68,1619451.74,1136361.952,2248225.108,2223876.831,97,97,-65577.62152,0,16493.97999,16493.97999,1.03E+00,3.41E-02,-0.01028654,1.812774805,0.04437255,32.74426036
,Comptabilisé,Obligations,0,444336850,LU1901202363,53896900,1783.532,0.343802899,DHARMARESEARCH DR GBL A,EUR,95.68,169113.493,165329.9399,170648.3418,168800.2202,93,93,-12321.50824,0,3470.280279,3470.280279,2.099002927,0.007171586,0.00062111,2.099002927,0.00655048,28.98510844
,Comptabilisé,Obligations,0,444336850,LU1901202363,54570000,16852.286,3.248534243,DHARMARESEARCH DR GBL A,EUR,95.68,1541398.916,1318999.823,1612426.724,1594964.143,96,97,-56100.63695,0,22302.95981,22302.95981,1.470888188,0.046090683,-0.00233672,1.792368402,0.04842741,21.09950589
,Comptabilisé,Obligations,0,444336850,LU1901202363,54617000,3183.407,0.61365008,DHARMARESEARCH DR GBL A,EUR,95.68,290543.8066,246460.8499,304588.3818,301289.6896,99,100,-2502.640414,0,3845.859719,3845.859719,1.344169098,0.007947748,-0.00054063,1.69022626,0.00848837,29.74846173
,Comptabilisé,Obligations,0,444336850,LU1901202363,60864 F4,10033.218,1.934055251,DHARMARESEARCH DR GBL A,EUR,95.68,951344.0419,930059.7519,959978.2982,949581.7333,95,95,-48896.60176,0,19521.98142,19521.98142,2.099002927,0.04034359,0.00349403,2.099002927,0.03684956,31.67009046
,Comptabilisé,Obligations,0,444336850,LU1901202363,60864 W1,5744.854,1.107407917,DHARMARESEARCH DR GBL A,EUR,95.68,544723.7989,532536.7679,549667.6307,543714.7303,94,94,-31082.30928,0,11177.96235,11177.96235,2.099002927,0.02310007,0.00200062,2.099002927,0.02109945,15.76019326
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,51921000,3.36E+03,0.374257338,DT BOER-XETRA CT-GOLDPERP,EUR,55.32,42459.80004,0,185764.56,183752.7298,97,97,-4795.07,101064.0014,-4417.282425,-4417.282425,-11.52406844,-0.009128634,0.00065532,-2.347495423,-0.00978396,4.960161168
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,52122600,3465,0.386182751,DT BOER-XETRA CT-GOLDPERP,EUR,55.32,43812.74781,0,191683.8,189607.8644,97,97,-4947.87,104284.3254,-4558.044412,-4558.044412,-11.52409016,-0.009419529,0.0006762,-2.347499846,-0.01009573,4.968728129
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,53233600,1966,0.219115523,DT BOER-XETRA CT-GOLDPERP,EUR,55.32,24858.83469,0,108759.12,107581.2587,97,97,-2586.18127,5.92E+04,-2586.18127,-2586.18127,-11.52409365,-0.005344531,0.00038367,-2.347500559,-0.0057282,4.974402832
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,532336B0,133,0.014823176,DT BOER-XETRA CT-GOLDPERP,EUR,55.32,1681.701431,0,7357.56,7277.877625,96,96,-295.98,4002.832694,-279.6869832,-279.6869832,-18.16734488,-0.000577993,2.59E-05,-3.700755438,-0.00060392,5.288546322
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,53233700,6265,0.69824962,DT BOER-XETRA CT-GOLDPERP,EUR,55.32,79216.98846,0,346579.8,342826.3408,98,97,-6681.779234,188554.4874,-6681.779234,-6681.779234,-9.39E+00,-1.38E-02,0.00122301,-1.911766523,-0.01503139,5.047539175
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,53896900,529,0.058958348,DT BOER-XETRA CT-GOLDPERP,EUR,55.32,6688.872609,0,29264.28,28947.34785,97,97,-859.11,15921.04132,-798.2948418,-798.2948418,-1.32E+01,-1.65E-03,0.00010321,-2.683737078,-0.00175295,4.970621575
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,60864 F4,2715,0.302593411,DT BOER-XETRA CT-GOLDPERP,EUR,55.32,34329.46906,0,150193.8,148567.2011,98,98,-2888.3,81711.96063,-2595.24932,-2595.24932,-8.428227251,-0.005363271,0.00053007,-1.716861107,-0.00589335,4.954957045
,Comptabilisé,Autres placements,0,386473090,LU1693257310,46178 00,772.72,0.194069254,EUROPEAN SEC LEND A RAIF,EUR,124.66,95516.73723,94786.42848,96327.2752,95284.05081,118,118,15007.5752,0,497.6223301,497.6223301,5.25E-01,1.03E-03,0.0003504,5.25E-01,0.00067797,24.3197656
,Comptabilisé,Autres placements,0,386473090,LU1693257310,51921000,1931.8,0.485173136,EUROPEAN SEC LEND A RAIF,EUR,124.66,238791.8431,236966.0712,240818.188,238210.127,119,119,38518.948,0,1244.055825,1244.055825,0.524993227,0.002570932,0.00087601,0.524993227,0.00169492,6.43016636
,Comptabilisé,Autres placements,0,386473090,LU1693257310,534552A0,1174.81,0.295054484,EUROPEAN SEC LEND A RAIF,EUR,124.66,145219.5078,144109.178,146451.8146,144865.7414,116,116,20956.6346,0,756.5634248,756.5634248,0.524993227,0.001563493,0.00053274,0.524993227,0.00103076,2.132996527
,Comptabilisé,Autres placements,0,386473090,LU1693257310,60864 F4,1425.72,0.358070734,EUROPEAN SEC LEND A RAIF,EUR,124.66,176234.7585,174887.2901,177730.2552,175805.4365,117,117,26980.2552,0,918.1464288,918.1464288,0.524993227,0.001897416,0.00064652,0.524993227,0.0012509,5.86339636
,Comptabilisé,Or et autres matières premières,0,2811280,CH0002811286,53455200,50,5.573550975,GOLD KG 1 999.9 CHF,CHF,54730,2793012.821,2705500,2736500,2736500,162,140,1063654.09,1893026.57,31000,31000,1.145814082,0.064063747,0,1.145814082,0.06406375,75.55766757
,Comptabilisé,Or et autres matières premières,0,2820510,FR0003999036,53455200,2127,1.375889061,GOLD NAPOLEON FRF 20,EUR,321.0764603,690250.1425,669325.2217,682929.6311,675533.5032,179,179,303472.8311,472873.4523,6208.281505,6208.281505,0.927543338,0.012829864,0.00248461,0.927543338,0.01034525,18.65219655
,Comptabilisé,Actions,0,528908400,CA38118M1005,46178 A0,2135,0.000674109,GOLDEN SKY MINL RG,CAD,0.225,414.0390336,349.882092,480.375,330.9735713,21,23,-1189.38274,0,-18.90852075,-18.90852075,-5.404255085,-3.91E-05,6.11E-06,-5.404255085,-4.52E-05,1.036462042
,Comptabilisé,Actions,0,199538770,CA43004Y1016,46178 A0,100000,0.011226372,HIGHLAND COPPER,CAD,0.08,5152.957564,4779.81,8000,5511.92,15,16,-31004.76234,0,732.11,732.11,15.31671761,0.001512958,0.00010192,15.31671761,0.00141104,17.26088231
,Comptabilisé,Actions,1,12214050,CH0012214059,54570000,535,0.062437417,HOLCIM,CHF,57.3,28600.96282,25615.8,30655.5,30655.5,123,123,5745.9,19691.78012,5039.7,5039.7,19.67418546,0.010414905,0,19.67418546,0.01041491,0.405536329
,Comptabilisé,Actions,0,396427280,CA4528941087,46178 00,240000,0.030311205,IMPERIAL MINING GROUP A,CAD,0.09,14442.56677,16387.92,21600,14882.184,48,46,-15769.73732,0,-1505.736,-1505.736,-9.188084882,-0.003111713,0.00027477,-9.188084882,-0.00338649,3.798445002
,Comptabilisé,Actions,1,10652780,IE0008471009,53182600,400,0.034846017,ISHARES CORE EUSTX50 ETF,EUR,43.24,16817.22519,15206.114,17296,17108.68432,126,126,3569.29,10265.21059,1902.57032,1902.57032,12.51187726,0.003931799,6.32E-05,12.51187726,0.00386864,7.760632127
,Comptabilisé,Actions,0,10853550,US4642872000,53182600,25,0.019129734,ISHARES CORE S&P 500 ETF,USD,402.46,9298.139769,8886.7773,10061.5,9392.309635,147,134,3059.132023,4233.341947,505.532335,505.532335,5.688590115,0.001044719,0.00017237,5.688590115,0.00087235,4.260424621
,Comptabilisé,Actions,0,237935630,CH0237935637,54570000,150,0.044861332,ISHARES SWISS DIV(CH) A,CHF,146.84,22080.53846,21300,22026,22026,92,92,-1869,10883.50689,726,726,3.408450704,0.001500332,0,3.408450704,0.00150033,0.29137816
,Comptabilisé,Actions,1,102484960,CH0102484968,54570000,400,0.050169087,JULIUS BAER GRP N,CHF,61.58,23713.64103,21544,24632,24632,111,111,2480,15822.54173,3088,3088,14.33345711,0.006381576,0,14.33345711,0.00638158,0.325852485
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,15549 00,14538,0.267460102,LIONTRUST GF ABS RET A5,EUR,9.1316,30323.89966,0,132755.2008,131317.462,97,98,-3654.632392,65658.73099,-1642.097834,-1642.097834,-6.062901802,-0.003393514,0.00046869,-1.235035552,-0.0038622,2.992607119
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,51921000,11742,0.216021221,LIONTRUST GF ABS RET A5,EUR,9.1316,106566.6767,105307.5111,107223.2472,106062.0194,90,90,-11547.0828,53031.00972,1115.623909,754.5083242,1.062906204,0.002305518,0.00039011,1.061853255,0.0019154,2.863003508
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,52122600,12698,0.23360905,LIONTRUST GF ABS RET A5,EUR,9.1316,26485.95941,0,115953.0568,114697.2852,98,98,-1653.2732,57348.6426,-1434.261427,-1434.261427,-6.062882944,-0.002964005,0.00040937,-1.235031711,-0.00337337,3.005675049
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,53233600,7295,0.134208381,LIONTRUST GF ABS RET A5,EUR,9.1316,66207.11175,65424.82486,66615.022,65893.58131,76,89,-19763.55869,32946.79066,695.4164491,468.7564491,1.066482349,0.001437129,0.00024237,1.065406635,0.00119476,3.046824524
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,53233700,25304,0.465525548,LIONTRUST GF ABS RET A5,EUR,9.1316,229651.0974,226937.5968,231066.0064,228563.5616,77,90,-67091.91845,114281.7808,2412.194796,1625.964796,1.07E+00,4.98E-03,0.0008407,1.07E+00,0.00414428,3.365212627
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,534552A0,22473,0.413442761,LIONTRUST GF ABS RET A5,EUR,9.1316,46875.01699,0,205214.4468,202991.9743,99,99,-1223.4532,101495.9872,-857.1943928,-857.1943928,-2.06E+00,-1.77E-03,0.0007249,-0.420504238,-0.00249636,2.988844512
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,60864 F4,9949,0.183034843,LIONTRUST GF ABS RET A5,EUR,9.1316,20751.99324,0,90850.2884,89866.37978,98,98,-930.9716,44933.18989,-763.943223,-763.943223,-4.14E+00,-1.58E-03,0.00032083,-0.842922322,-0.00189957,2.997189475
,Comptabilisé,Fonds alternatifs,0,252124000,VGG5532C1288,532336A0,28.8,0.000881775,LL ASSETS SPV D EUR SP #,EUR,15.197,434.8002167,432.1632894,437.6736,432.9335949,7,7,-5117.2664,0,0.770305536,0.770305536,1.78E-01,1.59E-06,1.59E-06,0.178244093,0,0.380115182
,Comptabilisé,Fonds alternatifs,0,252124000,VGG5532C1288,532336B0,28.8,0.000881775,LL ASSETS SPV D EUR SP #,EUR,15.197,434.8002167,432.1632894,437.6736,432.9335949,7,7,-5117.2664,0,0.770305536,0.770305536,1.78E-01,1.59E-06,1.59E-06,0.178244093,0,0.31459575
,Comptabilisé,Fonds alternatifs,0,252124000,VGG5532C1288,53233700,691.234,0.021163642,LL ASSETS SPV D EUR SP #,EUR,15.197,10435.71851,10372.42914,10504.6831,10390.91738,6,8,-138113.6726,0,18.48824225,18.48824225,1.78E-01,3.82E-05,3.82E-05,0.178244093,0,0.152988718
,Comptabilisé,Fonds alternatifs,0,252124000,VGG5532C1288,53233800,86.411,0.002645662,LL ASSETS SPV D EUR SP #,EUR,15.197,1304.56672,1296.65493,1313.187967,1298.966141,7,7,-15349.44203,0,2.311210822,2.311210822,1.78E-01,4.78E-06,4.78E-06,0.178244093,0,0.249638799
,Comptabilisé,Fonds alternatifs,0,252124000,VGG5532C1288,532338B0,28.8,0.000881775,LL ASSETS SPV D EUR SP #,EUR,15.197,434.8002167,432.1632894,437.6736,432.9335949,7,7,-5117.2664,0,0.770305536,0.770305536,1.78E-01,1.59E-06,1.59E-06,0.178244093,0,0.262847164
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,15549 00,70.292,0.006783281,LL ASSETS SPV F EUR SP #,EUR,47.899,3344.812269,3324.527029,3366.916508,3330.452802,5,6,-61190.58658,0,5.925773054,5.925773054,1.78E-01,1.22E-05,1.23E-05,0.178244093,0,0.075898031
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,46178 A0,28.117,0.002713332,LL ASSETS SPV F EUR SP #,EUR,47.899,1337.934425,1329.820271,1346.776183,1332.190597,23,23,-4388.053817,0,2.370326082,2.370326082,1.78E-01,4.90E-06,4.90E-06,0.178244093,0,4.171828529
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,52122600,407.696,0.039343261,LL ASSETS SPV F EUR SP #,EUR,47.899,19400.02537,19282.37028,19528.2307,19316.73997,6,6,-263091.6593,0,34.36968604,34.36968604,1.78E-01,7.10E-05,7.10E-05,0.178244093,0,0.506200676
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,532336A0,17.57,0.001695531,LL ASSETS SPV F EUR SP #,EUR,47.899,836.0603138,830.9898694,841.58543,832.4710598,15,15,-4444.34457,0,1.481190357,1.481190357,1.78E-01,3.06E-06,3.06E-06,0.178244093,0,0.730908601
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,532336B0,17.57,0.001695531,LL ASSETS SPV F EUR SP #,EUR,47.899,836.0603138,830.9898694,841.58543,832.4710598,23,23,-2724.59457,0,1.481190357,1.481190357,1.78E-01,3.06E-06,3.06E-06,0.178244093,0,0.604923851
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,53233800,38.66,0.003730747,LL ASSETS SPV F EUR SP #,EUR,47.899,1839.618197,1828.461488,1851.77534,1831.720613,15,15,-9777.53466,0,3.259124598,3.259124598,1.78E-01,6.74E-06,6.74E-06,0.178244093,0,0.352024983
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,532338A0,28.12,0.002713621,LL ASSETS SPV F EUR SP #,EUR,47.899,1338.077178,1329.962159,1346.91988,1332.332738,6,6,-18363.51012,0,2.370578989,2.370578989,1.78E-01,4.90E-06,4.90E-06,0.178244093,0,0.533302681
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,532338B0,17.57,0.001695531,LL ASSETS SPV F EUR SP #,EUR,47.899,836.0603138,830.9898694,841.58543,832.4710598,15,15,-4742.86457,0,1.481190357,1.481190357,1.78E-01,3.06E-06,3.06E-06,0.178244093,0,0.505418521
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,15549 00,160.47,0.002420523,LL ASSETS SPV G EUR SP #,EUR,7.487,1193.55129,1186.312774,1201.43889,1188.427307,0,0,-266729.5787,0,2.114532446,2.114532446,1.78E-01,4.37E-06,4.37E-06,0.178244093,0,0.027083192
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,46178 00,16.169,0.000243893,LL ASSETS SPV G EUR SP #,EUR,7.487,120.2625463,119.5331916,121.057303,119.7462524,0,0,-15211.8227,0,0.213060853,0.213060853,1.78E-01,4.40E-07,4.40E-07,0.178244093,0,0.03056336
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,46178 A0,5.39E+01,0.000812965,LL ASSETS SPV G EUR SP #,EUR,7.487,400.8701957,398.4390434,403.519352,399.1492374,0,0,-50641.46065,0,0.71019406,0.71019406,1.78E-01,1.47E-06,1.47E-06,0.178244093,0,1.249957911
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,52122600,1.60E+02,0.002420357,LL ASSETS SPV G EUR SP #,EUR,7.487,1193.469473,1186.231454,1201.356533,1188.345842,0,0,-176703.1435,0,2.114387498,2.114387498,1.78E-01,4.37E-06,4.37E-06,0.178244093,0,0.031140941
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,532336A0,5.73E+00,8.64E-05,LL ASSETS SPV G EUR SP #,EUR,7.487,42.59654911,42.33821436,42.878049,42.41367973,2,2,-1777.051951,0,0.075465366,0.075465366,1.78E-01,1.56E-07,1.60E-07,0.178244093,0,0.03723916
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,532336B0,5.73E+00,8.64E-05,LL ASSETS SPV G EUR SP #,EUR,7.487,42.59654911,42.33821436,42.878049,42.41367973,2,2,-1777.051951,0,0.075465366,0.075465366,1.78E-01,1.56E-07,1.60E-07,0.178244093,0,0.030820346
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,53233800,5.726,8.64E-05,LL ASSETS SPV G EUR SP #,EUR,7.487,42.58911126,42.33082162,42.870562,42.40627381,2,2,-1780.519438,0,0.075452189,0.075452189,0.178244093,1.56E-07,1.60E-07,0.178244093,0,0.008149751
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,532338B0,5.726,8.64E-05,LL ASSETS SPV G EUR SP #,EUR,7.487,42.58911126,42.33082162,42.870562,42.40627381,2,2,-1777.079438,0,0.075452189,0.075452189,0.178244093,1.56E-07,1.60E-07,0.178244093,0,0.02574614
,Comptabilisé,Actions,1,25751320,CH0025751329,54570000,260,0.027208461,LOGITECH INTL (NOM),CHF,51.38,14141.33333,14835.6,13358.8,13358.8,70,70,-5491.2,6600.862244,-1476.8,-1476.8,-9.954433929,-0.003051914,0,-9.954433929,-0.00305191,0.176721264
,Comptabilisé,Actions,0,115857590,CA5777572069,46178 A0,6250,0,MAXIM RESOURCES,CAD,0,0,0,0,0,,,-14769.63,,0,0,,0,0,0,0,0
,Comptabilisé,Autres placements,0,335314360,IE00BD08G622,15549 00,1351.6199,0.285286784,MONTLAKE ALPHAQUEST INS $,USD,111.0148,140464.5262,143570.805,150049.8129,140069.9998,114,114,18554.82287,0,-3500.805222,-3500.805222,-2.438382386,-0.007234668,0.0025707,-2.438382386,-0.00980537,3.192069602
,Comptabilisé,Autres placements,0,335314360,IE00BD08G622,534552A0,2259.5615,0.476926267,MONTLAKE ALPHAQUEST INS $,USD,111.0148,176835.553,165658.6294,250844.768,234161.0825,113,109,28116.31221,0,-3459.711322,-3459.711322,-1.932962075,-0.007149744,0.00477969,-2.700106352,-0.01192943,3.447777029
,Comptabilisé,Autres placements,0,335314140,IE00BD08G390,51921000,1326.9766,0.26869453,MONTLAKE ALPHAQUEST INS €,EUR,100.5051,134484.193,136701.1205,133367.9159,131923.5414,109,109,11987.97588,0,-4777.579191,-4777.579191,-3.49490858,-0.009873214,0.0004844,-3.49490858,-0.01035761,3.561100984
,Comptabilisé,Autres placements,0,335314140,IE00BD08G390,52122600,1384.3024,0.280302217,MONTLAKE ALPHAQUEST INS €,EUR,100.5051,171471.197,182268.1882,139129.4511,137622.6792,109,109,12505.89114,0,-7023.693318,-7023.693318,-3.990782784,-0.014514971,0.0005892,-3.80990236,-0.01510418,3.606441533
,Comptabilisé,Autres placements,0,335314140,IE00BD08G390,60864 F4,1161.1047,0.23510775,MONTLAKE ALPHAQUEST INS €,EUR,100.5051,117673.6867,119613.4985,116696.944,115433.1161,110,110,11172.00398,0,-4180.382422,-4180.382422,-3.49490858,-0.008639063,0.00042385,-3.49490858,-0.00906291,3.849881585
,Comptabilisé,Autres placements,0,335314140,IE00BD08G390,60864 W1,1326.9769,0.268694591,MONTLAKE ALPHAQUEST INS €,EUR,100.5051,134484.2235,136701.1514,133367.946,131923.5712,110,110,12168.00603,0,-4777.580271,-4777.580271,-3.49490858,-0.009873216,0.0004844,-3.49490858,-0.01035762,3.82395558
