RM Desk,RM Code,External Asset Manager Code,BP Code,BP ISO currency,Container code,Container ISO currency,Asset ID,ISIN,Asset Name,Asset Type,Asset ISO Currency,Bloomberg Ticker,S&P Rating,Asset Country,Asset Industry,Asset Economical Sector,Contract Code,Buy Currency,Sell Currency,FX Contract Operation Type,Postions ID,Position type,Position ISO Currency,Current Account Code,Last booking date,Reference date,Asset Price Date,Maturity date,FX rate container CCY,FX rate BP CCY,FX rate BU CCY,Asset Rate,Average Cost Price,Average Cost Price in container currency,Price,Quantity,Cost amount,Annual coupons amount,P/L in %,Weight,Accrued Interests in position currency,Valuation in position currency,Accrued Interests in container currency,Valuation in container currency,Accrued Interests in BP currency,Valuation in BP currency,Accrued Interests in BU currency,Valuation in BU currency,Total Accrued Interests in container currency,AUM net without accrued interests in container currency,AUM net in container currency,AUM net in BU currency,Quotation Type,Strike Price
GFI Geneva,6862481,6931119,1600220,EUR,1600220.1,EUR,14865063,XS1978210273,1.5% NTS Abengoa Abenewco 2 SAU 19-26.10.24 Guar Sec Pay Kind RegS Ex (47666458),Bond/Note - Convertible,EUR,,,Spain,,Energy & water supply (TKBN-92),,,,,14877832,Security,EUR,,,03.04.2023,08.07.2020,26.10.2024,1,1,0.994362192,1.5,2.104128761,2.1,0.003,32871,69164.81649,493.065,0.000183996,0.0000594,0,104.29,0,104.29,0,104.29,0,103.7,0,1755570.14,1755570.14,1745672.54,Price per Piece,
GFI Geneva,6862481,6931119,1612195,EUR,1612195.1,EUR,6839006,LU0646914142,Uts Arc EI ESG Sel Uts -Ba- Cap (13281365),Fund - Bond,EUR,AREIIBA LX Equity,,Luxembourg,,Investment trusts/funds & provisioning inst. (TKBN-19),,,,,7414366,Security,EUR,,,03.04.2023,30.03.2023,,1,1,0.994362192,0,134.9299978,134.93,154.51,741.12,99999.32,0,0.055524788,0.041497995,0,114510.45,0,114510.45,0,114510.45,0,113864.86,0,2759421.26,2759421.26,2743864.17,Price per Piece,
GFI Geneva,6862481,6931119,1600220,EUR,1600220.1,EUR,6825686,CH0002811286,Gold - Bars 1 Kilogram (999.9/1000) (281128),Metal - Physical,CHF,,,Switzerland,,Precious metals & precious stones (TKBN-26),,,,,7349490,Security,USD,,,03.04.2023,03.04.2023,,0.91877986,0.91877986,0.913599956,0,19.00109011,16.65,63.939589,3,57.0032703,0,0.381132968,0.100378559,0,191799.59,0,176221.6,0,176221.6005,0,175228.09,0,1755570.14,1755570.14,1745672.54,Price per Piece,
GFI Geneva,6862481,6931119,1600220,EUR,1600220.1,EUR,9319594,IE00BD85PG80,Uts Liontrust GF Abs Ret Uts -A5- Hedged EUR (42140747),Fund - Bond,EUR,LIARBA5 ID Equity,,Ireland,,Investment trusts/funds & provisioning inst. (TKBN-19),,,,,24388889,Security,EUR,,,03.04.2023,03.04.2023,,1,1,0.994362192,0,9.238909244,9.24,9.1019,5950,54971.51,0,-0.026407302,0.030848275,0,54156.31,0,54156.31,0,54156.31,0,53850.98,0,1755570.14,1755570.14,1745672.54,Price per Piece,
GFI Geneva,6862481,6931119,1611603,EUR,1611603.1,EUR,6845388,XD0113751685,Uts Maranatha Red.Ptg.Pref.Uts Side Pocket (11375168),Fund - Other,USD,,,Bahamas,,Investment trusts/funds & provisioning inst. (TKBN-19),,,,,7355421,Security,USD,,,03.04.2023,31.12.2022,,0.91877986,0.91877986,0.913599956,0,2199.070006,1927.05,2107.61,86.85,190989.23,0,-0.027817992,0.06064587,0,183045.93,0,168178.91,0,168178.914,0,167230.75,-1.35,2773130.49,2773129.14,2757494.78,Price per Piece,
GFI Geneva,6862481,6931119,1611603,EUR,1611603.1,EUR,7250683,,Credit card guarantee EUR,Guarantee - Call,EUR,,,,,,230852,,,,7250698,Contract,EUR,,,03.04.2023,,,1,1,0.994362192,0,0,0,0,-20000,0,0,0,0,0,0,0,0,0,0,0,0,-1.35,2773130.49,2773129.14,2757494.78,,
GFI Geneva,6862481,6931119,1611603,EUR,1611603.1,EUR,24656690,,FX Swap Far Leg - USD/CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFI Geneva,6862481,6931119,1611603,EUR,1611603.1,EUR,24656690,,FX Swap Far Leg - USD/CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFI Geneva,6862481,6931119,1611603,EUR,1611603.1,EUR,17121423,IE00BD08G390,Uts MontLak AlpQue Accum Institutional Uts EUR (33531414),Fund - Other,EUR,MLAQSEI ID Equity,,Ireland,,Investment trusts/funds & provisioning inst. (TKBN-19),,,,,17131326,Security,EUR,,,03.04.2023,31.03.2023,,1,1,0.994362192,0,89.13173419,89.13,97.1293,1107.3625,98701.14,0,-0.064725266,0.038785532,0,107557.34,0,107557.34,0,107557.34,0,106950.96,-1.35,2773130.49,2773129.14,2757494.78,Price per Piece,
GFI Geneva,6862481,6931119,1600220,EUR,1600220.1,EUR,12051419,LU1901202280,Uts Dharma DR Eq Uts -A- Cap (44433675),Fund - Equity,EUR,,,Luxembourg,,Investment trusts/funds & provisioning inst. (TKBN-19),,,,,12099273,Security,EUR,,,03.04.2023,31.03.2023,,1,1,0.994362192,0,113.4356926,113.44,144.5,2700,306276.37,0,0.435043448,0.222235496,0,390150,0,390150,0,390150,0,387950.41,0,1755570.14,1755570.14,1745672.54,Price per Piece,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,5789921,,Client à Vue - CC - EOQ GBP,Public Money Account,GBP,,,United Kingdom,,,,,,,7115556,Current Account,GBP,1707872.128,,03.04.2023,,,1.13167627,1.131676266,1.131676266,0,1,1,0,148.45,148.45,0,2.93E-05,0.0000163,0,148.45,0,168,0,167.9973417,0,168,0,10282172.71,10282172.71,10282172.71,,
GFI Geneva,6862481,6931119,1608856,CHF,1608856.1,CHF,5789892,,Client à Vue - CCNG - EOQ CHF,Public Money Account,CHF,,,Switzerland,,,,,,,7098909,Current Account,CHF,1608856.01,,03.04.2023,,,1,1,1,0,1,1,0,34.23,34.23,0,1.016000346,0.00408174,0,34.23,0,34.23,0,34.23,0,34.23,0,8386.13,8386.13,8386.13,,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,5789896,,Client à Vue - CCNG - EOQ EUR,Public Money Account,EUR,,,Germany,,,,,,,7115708,Current Account,EUR,1707872.128,,03.04.2023,,,0.99436219,0.994362192,0.994362192,0,1,1,0,4545.05,4545.05,0,-0.526267202,0.00043954,0,4545.05,0,4519.43,0,4519.425882,0,4519.43,0,10282172.71,10282172.71,10282172.71,,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,5789892,,Client à Vue - CCNG - EOQ CHF,Public Money Account,CHF,,,Switzerland,,,,,,,7115511,Current Account,CHF,1707872.01,,03.04.2023,,,1,1,1,0,1,1,0,931578.61,931578.61,0,-0.268041445,0.090601338,0,931578.61,0,931578.61,0,931578.61,0,931578.61,0,10282172.71,10282172.71,10282172.71,,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,5789928,,Client à Vue - CC - EOQ USD,Public Money Account,USD,,,United States of America,,,,,,,7115602,Current Account,USD,1707872.128,,03.04.2023,,,0.91359996,0.913599956,0.913599956,0,1,1,0,5942.03,5942.03,0,0.030226407,0.000527966,0,5942.03,0,5428.64,0,5428.638348,0,5428.64,0,10282172.71,10282172.71,10282172.71,,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,6826699,US78463V1070,Uts SPDR Gold Trust (4258191),Fund - Strategy,USD,GLD US Equity,,United States of America,Asset Management & Custody Banks                       ,Investment trusts/funds & provisioning inst. (TKBN-19),,,,,22847166,Security,USD,,,03.04.2023,03.04.2023,,0.91359996,0.913599956,0.913599956,0,181.2101446,168.64,184.54,3250,588932.97,0,0.358091857,0.053289918,0,599755,0,547936.14,0,547936.1417,0,547936.14,0,10282172.71,10282172.71,10282172.71,Price per Piece,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,14864665,XS1978209002,1.5% NTS Abengoa Abenewco 2 SAU 19-26.10.24 Guarant Sec Pay In Kind R (47666461),Bond/Note - Convertible,EUR,,,Spain,,Energy & water supply (TKBN-92),,,,,14877799,Security,EUR,,,03.04.2023,03.04.2023,26.10.2024,0.99436219,0.994362192,0.994362192,1.5,0.727797048,0.89,0.001,65744,47848.28914,986.16,8.55E-06,0.00000672,0,69.53,0,69.13,0,69.1380032,0,69.13,0,10282172.71,10282172.71,10282172.71,Price per Piece,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,6844405,VGG7238PAA45,Uts Prima Cap Fd Ptg.Pref.Uts -C- CHF (513948),Fund - Other,CHF,PRMCAPC VI Equity,,Virgin Islands  British,,Investment trusts/funds & provisioning inst. (TKBN-19),,,,,18540228,Security,CHF,,,03.04.2023,24.03.2023,,1,1,1,0,241.689486,241.69,208.18,1467.689,354725,0,0.055066099,0.02971585,0,305543.5,0,305543.5,0,305543.5,0,305543.5,0,10282172.71,10282172.71,10282172.71,Price per Piece,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,6825954,ES0105200002,Shs Abengoa SA EUR 0.0002 (19739492),Share - Bearer,EUR,ABG SM Equity,,Spain,Construction & Engineering                             ,Building materials & building industry (TKBN-29),,,,,11216669,Security,EUR,,,03.04.2023,03.04.2023,,0.99436219,0.994362192,0.994362192,0,0,0,0.005,176286,0,0,7.83E-05,0.0000852,0,881.43,0,876.46,0,876.4606672,0,876.46,0,10282172.71,10282172.71,10282172.71,Price per Piece,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,9319594,IE00BD85PG80,Uts Liontrust GF Abs Ret Uts -A5- Hedged EUR (42140747),Fund - Bond,EUR,LIARBA5 ID Equity,,Ireland,,Investment trusts/funds & provisioning inst. (TKBN-19),,,,,9639991,Security,EUR,,,03.04.2023,03.04.2023,,0.99436219,0.994362192,0.994362192,0,9.535823996,10.01,9.1019,35499.25,338514.6,0,0.002785959,0.031247189,0,323110.62,0,321288.99,0,321288.9845,0,321288.99,0,10282172.71,10282172.71,10282172.71,Price per Piece,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,24656665,,FX Swap Far Leg - EUR/CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFI Geneva,6862481,6931119,1707872,CHF,1707872.1,CHF,24656665,,FX Swap Far Leg - EUR/CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
