RM Desk;RM Code;External Asset Manager Code;BP Code;BP ISO currency;Container code;Container ISO currency;Asset ID;ISIN;Asset Name;Asset Type;Asset ISO Currency;Bloomberg Ticker;S&P Rating;Asset Country;Asset Industry;Asset Economical Sector;Contract Code;Buy Currency;Sell Currency;FX Contract Operation Type;Postions ID;Position type;Position ISO Currency;Current Account Code;Last booking date;Reference date;Asset Price Date;Maturity date;FX rate container CCY;FX rate BP CCY;FX rate BU CCY;Asset Rate;Average Cost Price;Average Cost Price in container currency;Price;Quantity;Cost amount;Annual coupons amount;P/L in %;Weight;Accrued Interests in position currency;Valuation in position currency;Accrued Interests in container currency;Valuation in container currency;Accrued Interests in BP currency;Valuation in BP currency;Accrued Interests in BU currency;Valuation in BU currency;Total Accrued Interests in container currency;AUM net without accrued interests in container currency;AUM net in container currency;AUM net in BU currency;Quotation Type;Strike Price
External Asset Management Geneva;6862481;6931119;1707872;CHF;01707872.1001;CHF;14865063;XS1978210273;1.5% NTS Abengoa Abenewco 2 SAU 19-26.10.24 Guar Sec Pay Kind RegS Ex (47666458);Bond/Note - Convertible;EUR;;;Spain;;Energy & water supply (TKBN-92);;;;;14877798;Security;EUR;;;21.08.2023;08.07.2020;26.10.2024;0.95809769;0.95809768763349238809;0.95809768763349238809;1.5;2.225176441957;2.72;0.003;65744;146292.;986.16;-0.000425645817;0.00001793976;0;197.23;0;188.97;0;188.9656069;0;188.97;0;10533585.55;10533585.55;10533585.55;Price per Piece;
External Asset Management Geneva;6862481;6931119;1612195;EUR;01612195.1001;EUR;16785568;;Guarantee call, Credit card guarantee (CREDCAGUA) OW EUR 12.11.2019;Guarantee - Call;EUR;;;;;;1300655;;;;16785570;Contract;EUR;;;21.08.2023;;;1;1;0.95809768763349238809;0;0;0;0;-15000;0;0;0;0;0;0;0;0;0;0;0;0;0;2801016.86;2801016.86;2683647.79;;
External Asset Management Geneva;6862481;6931119;1600220;EUR;01600220.1001;EUR;14864665;XS1978209002;1.5% NTS Abengoa Abenewco 2 SAU 19-26.10.24 Guarant Sec Pay In Kind R (47666461);Bond/Note - Convertible;EUR;;;Spain;;Energy & water supply (TKBN-92);;;;;14877833;Security;EUR;;;21.08.2023;21.08.2023;26.10.2024;1;1;0.95809768763349238809;1.5;0.722376955817;0.72;0.001;32871;23745.2529147;493.065;0.00000326613;0.000022635852;0;35.02;0;35.02;0;35.02;0;33.56;-10.98;1547103.27;1547092.29;1482265.53;Price per Piece;
External Asset Management Geneva;6862481;6931119;1707872;CHF;01707872.1001;CHF;14864665;XS1978209002;1.5% NTS Abengoa Abenewco 2 SAU 19-26.10.24 Guarant Sec Pay In Kind R (47666461);Bond/Note - Convertible;EUR;;;Spain;;Energy & water supply (TKBN-92);;;;;14877799;Security;EUR;;;21.08.2023;21.08.2023;26.10.2024;0.95809769;0.95809768763349238809;0.95809768763349238809;1.5;0.722339134911;0.88;0.001;65744;47489.4640856;986.16;-0.000039617993;0.000006371999;0;70.05;0;67.12;0;67.114743;0;67.12;0;10533585.55;10533585.55;10533585.55;Price per Piece;
External Asset Management Geneva;6862481;6931119;1600220;EUR;01600220.1001;EUR;6825954;ES0105200002;Shs Abengoa SA EUR 0.0002 (19739492);Share - Bearer;EUR;ABG SM Equity;;Spain;Construction & Engineering                             ;Building materials & building industry (TKBN-29);;;;;11216666;Security;EUR;;;21.08.2023;21.08.2023;;1;1;0.95809768763349238809;0;0;0;0.005;88144;0;0;0;0.000284867861;0;440.72;0;440.72;0;440.72;0;422.25;-10.98;1547103.27;1547092.29;1482265.53;Price per Piece;
External Asset Management Geneva;6862481;6931119;1707872;CHF;01707872.1001;CHF;6825954;ES0105200002;Shs Abengoa SA EUR 0.0002 (19739492);Share - Bearer;EUR;ABG SM Equity;;Spain;Construction & Engineering                             ;Building materials & building industry (TKBN-29);;;;;11216669;Security;EUR;;;21.08.2023;21.08.2023;;0.95809769;0.95809768763349238809;0.95809768763349238809;0;0;0;0.005;176286;0;0;-0.000580403603;0.000080172131;0;881.43;0;844.5;0;844.4960448;0;844.5;0;10533585.55;10533585.55;10533585.55;Price per Piece;
External Asset Management Geneva;6862481;6931119;1612195;EUR;01612195.1001;EUR;17121423;IE00BD08G390;Uts MontLak AlpQue Accum Institutional Uts EUR (33531414);Fund - Other;EUR;MLAQSEI ID Equity;;Ireland;;Investment trusts/funds & provisioning inst. (TKBN-19);;;;;17131331;Security;EUR;;;21.08.2023;18.08.2023;;1;1;0.95809768763349238809;0;89.75029312897;89.75;95.7129;1107.3624;99386.1;0;-0.150358759344;0.037839425929;0;105988.87;0;105988.87;0;105988.87;0;101547.69;0;2801016.86;2801016.86;2683647.79;Price per Piece;
External Asset Management Geneva;6862481;6931119;1600220;EUR;01600220.1001;EUR;17121423;IE00BD08G390;Uts MontLak AlpQue Accum Institutional Uts EUR (33531414);Fund - Other;EUR;MLAQSEI ID Equity;;Ireland;;Investment trusts/funds & provisioning inst. (TKBN-19);;;;;17131293;Security;EUR;;;21.08.2023;18.08.2023;;1;1;0.95809768763349238809;0;89.377585020428;89.38;95.7129;617.8868;55225.23;0;-0.172185588529;0.038226110142;0;59139.74;0;59139.74;0;59139.74;0;56661.65;-10.98;1547103.27;1547092.29;1482265.53;Price per Piece;
External Asset Management Geneva;6862481;6931119;1611603;EUR;01611603.1001;EUR;17121423;IE00BD08G390;Uts MontLak AlpQue Accum Institutional Uts EUR (33531414);Fund - Other;EUR;MLAQSEI ID Equity;;Ireland;;Investment trusts/funds & provisioning inst. (TKBN-19);;;;;17131326;Security;EUR;;;21.08.2023;18.08.2023;;1;1;0.95809768763349238809;0;89.131734188217;89.13;95.7129;1107.3625;98701.14;0;-0.159311596472;0.039702408815;0;105988.88;0;105988.88;0;105988.88;0;101547.7;-2.48;2669583.11;2669580.63;2557719.01;Price per Piece;
External Asset Management Geneva;6862481;6931119;1521105;EUR;01521105.1001;EUR;5789896;;Client à Vue - CCNG - EOQ EUR;Public Money Account;EUR;;;Germany;;;;;;;7090358;Current Account;EUR;1521105.010000;;21.08.2023;;;1;1;0.95809768763349238809;0;1;1;0;16391.05;16391.05;0;0.099360998379;0.114640420378;0;16391.05;0;16391.05;0;16391.05;0;15704.23;-3.24;142977.93;142974.69;136983.73;;
External Asset Management Geneva;6862481;6931119;1612195;EUR;01612195.1001;EUR;5789896;;Client à Vue - CCNG - EOQ EUR;Public Money Account;EUR;;;Germany;;;;;;;7104499;Current Account;EUR;1612195.010000;;21.08.2023;;;1;1;0.95809768763349238809;0;1;1;0;167166.54;167166.54;0;-0.113698365524;0.059680661829;0;167166.54;0;167166.54;0;167166.54;0;160161.88;0;2801016.86;2801016.86;2683647.79;;
External Asset Management Geneva;6862481;6931119;1600220;EUR;01600220.1001;EUR;5789896;;Client à Vue - CCNG - EOQ EUR;Public Money Account;EUR;;;Germany;;;;;;;7092162;Current Account;EUR;1600220.010000;;21.08.2023;;;1;1;0.95809768763349238809;0;1;1;0;260.43;260.43;0;-0.091414952744;0.000168333947;0;260.43;0;260.43;0;260.43;0;249.52;-10.98;1547103.27;1547092.29;1482265.53;;
External Asset Management Geneva;6862481;6931119;1158037;EUR;01158037.1001;EUR;5789896;;Client à Vue - CCNG - EOQ EUR;Public Money Account;EUR;;;Germany;;;;;;;7080381;Current Account;EUR;1158037.010000;;21.08.2023;;;1;1;0.95809768763349238809;0;1;1;0;40724.26;40724.26;0;0.306416775036;0.719964514695;0;40724.26;0;40724.26;0;40724.26;0;39017.82;0;56564.26;56564.26;54194.08;;
External Asset Management Geneva;6862481;6931119;1611603;EUR;01611603.1001;EUR;5789896;;Client à Vue - CCNG - EOQ EUR;Public Money Account;EUR;;;Germany;;;;;;;7105876;Current Account;EUR;1611603.134990;;21.08.2023;;;1;1;0.95809768763349238809;0;1;1;0;169217.78;169217.78;0;-0.104289540753;0.063387342902;-2.48;169217.78;-2.48;169217.78;-2.48;169217.78;-2.38;162127.16;-2.48;2669583.11;2669580.63;2557719.01;;
External Asset Management Geneva;6862481;6931119;1707872;CHF;01707872.1001;CHF;5789896;;Client à Vue - CCNG - EOQ EUR;Public Money Account;EUR;;;Germany;;;;;;;7115708;Current Account;EUR;1707872.127906;;21.08.2023;;;0.95809769;0.95809768763349238809;0.95809768763349238809;0;1;1;0;7531.75;7531.75;0;-1.649066042947;0.000685061128;0;7531.75;0;7216.15;0;7216.1522588;0;7216.15;0;10533585.55;10533585.55;10533585.55;;
External Asset Management Geneva;6862481;6931119;1612195;EUR;01612195.1001;EUR;9321344;LU1693257310;Uts ESL Dir Len Uts -A- Cap (38647309);Fund - Bond;EUR;ESLDILA LX Equity;;Luxembourg;;Investment trusts/funds & provisioning inst. (TKBN-19);;;;;12046311;Security;EUR;;;21.08.2023;31.07.2023;;1;1;0.95809768763349238809;0;105.61207272642;105.61;127.71;1194.229;126125;0;0.071702515881;0.054449865039;0;152514.99;0;152514.99;0;152514.99;0;146124.26;0;2801016.86;2801016.86;2683647.79;Price per Piece;
External Asset Management Geneva;6862481;6931119;1600220;EUR;01600220.1001;EUR;9321344;LU1693257310;Uts ESL Dir Len Uts -A- Cap (38647309);Fund - Bond;EUR;ESLDILA LX Equity;;Luxembourg;;Investment trusts/funds & provisioning inst. (TKBN-19);;;;;9321654;Security;EUR;;;21.08.2023;31.07.2023;;1;1;0.95809768763349238809;0;104.462583963491;104.46;127.71;1207.37;126124.99;0;0.115876003644;0.09966575793;0;154193.22;0;154193.22;0;154193.22;0;147732.17;-10.98;1547103.27;1547092.29;1482265.53;Price per Piece;
External Asset Management Geneva;6862481;6931119;1707872;CHF;01707872.1001;CHF;9321344;LU1693257310;Uts ESL Dir Len Uts -A- Cap (38647309);Fund - Bond;EUR;ESLDILA LX Equity;;Luxembourg;;Investment trusts/funds & provisioning inst. (TKBN-19);;;;;12046320;Security;EUR;;;21.08.2023;31.07.2023;;0.95809769;0.95809768763349238809;0.95809768763349238809;0;110.006446034084;121.55;127.71;4765.721;524260.03;0;0.042980570593;0.055358853567;0;608630.23;0;583127.22;0;583127.2159868;0;583127.22;0;10533585.55;10533585.55;10533585.55;Price per Piece;
External Asset Management Geneva;6862481;6931119;1612195;EUR;01612195.1001;EUR;12051419;LU1901202280;Uts Dharma DR Eq Uts -A- Cap (44433675);Fund - Equity;EUR;;;Luxembourg;;Investment trusts/funds & provisioning inst. (TKBN-19);;;;;12099275;Security;EUR;;;21.08.2023;18.08.2023;;1;1;0.95809768763349238809;0;103.194063601649;103.19;145.05;6000.945;619261.9;0;0.905627848106;0.310757526108;0;870437.07;0;870437.07;0;870437.07;0;833963.75;0;2801016.86;2801016.86;2683647.79;Price per Piece;
External Asset Management Geneva;6862481;6931119;1600220;EUR;01600220.1001;EUR;12051419;LU1901202280;Uts Dharma DR Eq Uts -A- Cap (44433675);Fund - Equity;EUR;;;Luxembourg;;Investment trusts/funds & provisioning inst. (TKBN-19);;;;;12099273;Security;EUR;;;21.08.2023;18.08.2023;;1;1;0.95809768763349238809;0;113.435692592593;113.44;145.05;2700;306276.37;0;0.374723069881;0.25314082621;0;391635;0;391635;0;391635;0;375224.59;-10.98;1547103.27;1547092.29;1482265.53;Price per Piece;
External Asset Management Geneva;6862481;6931119;1611603;EUR;01611603.1001;EUR;12051419;LU1901202280;Uts Dharma DR Eq Uts -A- Cap (44433675);Fund - Equity;EUR;;;Luxembourg;;Investment trusts/funds & provisioning inst. (TKBN-19);;;;;12099274;Security;EUR;;;21.08.2023;18.08.2023;;1;1;0.95809768763349238809;0;100.7;100.7;145.05;3500;352450;0;0.746694306814;0.190170142334;0;507675;0;507675;0;507675;0;486402.24;-2.48;2669583.11;2669580.63;2557719.01;Price per Piece;
External Asset Management Geneva;6862481;6931119;1707872;CHF;01707872.1001;CHF;12051419;LU1901202280;Uts Dharma DR Eq Uts -A- Cap (44433675);Fund - Equity;EUR;;;Luxembourg;;Investment trusts/funds & provisioning inst. (TKBN-19);;;;;12099276;Security;EUR;;;21.08.2023;18.08.2023;;0.95809769;0.95809768763349238809;0.95809768763349238809;0;116.423899951979;124.28;145.05;22402.522;2608188.98;0;0.724972385021;0.29556173776;0;3249485.82;0;3113324.85;0;3113324.8501398;0;3113324.85;0;10533585.55;10533585.55;10533585.55;Price per Piece;
External Asset Management Geneva;6862481;6931119;1611603;EUR;01611603.1001;EUR;5789921;;Client à Vue - CC - EOQ GBP;Public Money Account;GBP;;;United Kingdom;;;;;;;8202232;Current Account;GBP;1611603.000001;;21.08.2023;;;1.16949931290161118061;1.16949931097841065687;1.12049458553737786867;0;1;1;0;169.47;169.47;0;0.000118738501;0.000074243802;0;169.47;0;198.2;0;198.1950482;0;189.89;-2.48;2669583.11;2669580.63;2557719.01;;
External Asset Management Geneva;6862481;6931119;1707872;CHF;01707872.1001;CHF;5789921;;Client à Vue - CC - EOQ GBP;Public Money Account;GBP;;;United Kingdom;;;;;;;7115556;Current Account;GBP;1707872.127909;;21.08.2023;;;1.12049459;1.12049458553737786867;1.12049458553737786867;0;1;1;0;148.45;148.45;0;0.000037884706;0.000015791394;0;148.45;0;166.34;0;166.3374212;0;166.34;0;10533585.55;10533585.55;10533585.55;;
