Répartition Générale (Pondération),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liq,DevT,CTerme,Oblig,Actions,HF,MPrem,Autres,Total,,,,,,,,,,,,,,,,,
,CHF,13.16206289,16.64237792,0,0,2.21021613,0.594990373,6.035932141,0.744623435,39.39020289,,,,,,,,,,,,,,,,,
,EUR,6.319084701,-18.74630814,0,31.23650501,24.14417512,1.20811356,3.690928199,3.596349831,51.44884828,,,,,,,,,,,,,,,,,
,USD,1.363703282,2.042868981,1.131590121,,0.019113972,2.356749989,1.264292336,0.730461718,8.908780399,,,,,,,,,,,,,,,,,
,CAD,0.002005511,,,,0.250162918,,,,0.252168429,,,,,,,,,,,,,,,,,
,GBP,0,0,,,,,,,0,,,,,,,,,,,,,,,,,
,Total,20.84685639,-0.061061243,1.131590121,31.23650501,26.62366814,4.159853922,10.99115267,5.071434984,100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total : 48'418'238 CHF Positions non soldées - Segment Total (219),,,,,,,,,,,,,,,,,,,,,,,,,,,
, ,Répartition  par classes d'actifs,,N° valeur,Code ISIN,N° client,Solde,Poids (%) ,Libellé    ,Devise,Cours (MC),Estimation moy. avec IC,Estimation (CHF) (début),Estimation + int. courus (en MC),Estimation + int. courus (CHF) ,MCR  (MB) (ouv.pos.),MCR (MC) (ouv.pos.),B / P non réalisé Total  (MB) (ouv.pos.),Valeur d'avance (CHF),"Plus-value,  rev. incl.  (CHF)",B / P - Total  (CHF),"Perf. MW (CHF, %)","Perf. MW, pondérée (CHF, %) ",Effet de change MW pondéré (%),"Perf. TW (CHF, %)","Perf. MW, pondérée (MC, %)","Poids, position client (%)  "
Avoirs en compte,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placements à court terme,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Placements à court terme,0,,,534552A0,600000,1.131590121,"4.25% Fid. Préavis ANZ Bkg Grp Ltd, Ldn Br - PR Préavis No. 74874",USD,0.91316,1002785.844,1110240,600000,547896,,,,444134.4963,1611.563115,-7808.49765,0.159658976,0.003344809,-0.01621862,-0.377789321,0.01956343,8.388670893
Obligations,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,60864 F4,9949,0.186995128,LIONTRUST GF ABS RET A5,EUR,9.1318,47815.99538,0,90852.2782,90539.74636,98,98,-928.9818,45269.87318,-90.57663661,-90.57663661,-0.193363651,-0.000187992,0.00171561,-0.099940763,-0.0019036,3.045452244
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,534552A0,22473,0.422388331,LIONTRUST GF ABS RET A5,EUR,9.1318,108007.7258,0,205218.9414,204512.9882,99,99,-1218.9586,102256.4941,663.8195076,663.8195076,0.630047425,0.001377761,0.00387557,0.325642489,-0.00249781,3.131236862
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,52122600,12698,0.238663598,LIONTRUST GF ABS RET A5,EUR,9.1318,61027.9937,0,115955.5964,115556.7091,98,98,-1650.7336,57778.35457,-574.8374734,-574.8374734,-0.957694596,-0.001193078,0.00218949,-0.494988218,-0.00338257,3.090913204
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,51921000,11742,0.220695225,LIONTRUST GF ABS RET A5,EUR,9.1318,106447.6694,105307.5111,107225.5956,106856.7396,90,90,-11544.7344,53428.36978,1910.344028,1549.228443,1.82016382,0.00396493,0.00203654,1.81910725,0.00192839,2.91882381
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,15549 00,14538,0.273247077,LIONTRUST GF ABS RET A5,EUR,9.1318,69871.23739,0,132758.1084,132301.4205,100,98,554.7659546,66150.71025,-658.1393019,-658.1393019,-0.957702084,-0.001365972,0.00250676,-0.494992088,-0.00387273,3.107262444
,Comptabilisé,Obligations,0,444336850,LU1901202363,60864 W1,5744.854,1.120702058,DHARMARESEARCH DR GBL A,EUR,94.78,543813.1783,532536.7679,544497.2621,542624.1915,93,93,-36252.67788,0,10087.42361,10087.42361,1.89422106,0.020936506,0.01034175,1.89422106,0.01059476,15.81511126
,Comptabilisé,Obligations,0,444336850,LU1901202363,60864 F4,10033.218,1.957273076,DHARMARESEARCH DR GBL A,EUR,94.78,949753.6698,930059.7519,950948.402,947677.1395,94,94,-57926.49796,0,17617.38769,17617.38769,1.89422106,0.036564989,0.01806155,1.89422106,0.01850343,31.87666839
,Comptabilisé,Obligations,0,444336850,LU1901202363,54617000,3183.407,0.621016787,DHARMARESEARCH DR GBL A,EUR,94.78,294455.2339,246460.8499,301723.3155,300685.3873,98,99,-3106.942745,0,3241.557388,3241.557388,1.115586781,0.006727871,0.00407416,1.486264283,0.00265372,30.08632514
,Comptabilisé,Obligations,0,444336850,LU1901202363,54570000,16852.286,3.287532041,DHARMARESEARCH DR GBL A,EUR,94.78,1560807.839,1318999.823,1597259.667,1591765.094,96,96,-59299.68617,0,19103.91058,19103.91058,1.24175571,0.039650276,0.02209542,1.588201556,0.01755486,21.22855736
,Comptabilisé,Obligations,0,444336850,LU1901202363,53896900,1783.532,0.347930162,DHARMARESEARCH DR GBL A,EUR,94.78,168830.7841,165329.9399,169043.163,168461.6545,92,92,-13926.68704,0,3131.71454,3131.71454,1.89422106,0.006499892,0.00321067,1.89422106,0.00328922,29.13281262
,Comptabilisé,Obligations,0,444336850,LU1901202363,534552A0,23497.336,4.583843698,DHARMARESEARCH DR GBL A,EUR,94.78,1853442.918,1136361.952,2227077.506,2219416.359,96,96,-86725.22392,0,12033.5089,12033.5089,0.654186417,0.024975617,0.02374784,1.60856703,0.00122777,33.98081646
,Comptabilisé,Obligations,0,444336850,LU1901202363,532338B0,703.257,0.137190878,DHARMARESEARCH DR GBL A,EUR,94.78,84598.50095,94112.34496,66654.69846,66425.4063,92,92,-5165.34154,0,1376.706008,1376.706008,1.658494515,0.002857361,0.00146571,1.424525243,0.00139165,40.66860888
,Comptabilisé,Obligations,0,444336850,LU1901202363,532338A0,915.257,0.178547689,DHARMARESEARCH DR GBL A,EUR,94.78,86639.07179,84842.53988,86748.05846,86449.64514,92,92,-6769.95154,0,1607.105258,1607.105258,1.89422106,0.003335556,0.00164762,1.89422106,0.00168793,33.89529913
,Comptabilisé,Obligations,0,444336850,LU1901202363,53233800,391.7,0.076412559,DHARMARESEARCH DR GBL A,EUR,94.78,37078.68328,36309.8265,37125.326,36997.61488,93,93,-2740.154,0,687.7883802,687.7883802,1.89422106,0.001427509,0.00070513,1.89422106,0.00072238,6.96662034
,Comptabilisé,Obligations,0,444336850,LU1901202363,532336B0,610,0.118998369,DHARMARESEARCH DR GBL A,EUR,94.78,57743.16262,56545.81099,57815.8,57616.91365,93,93,-4190.7,0,1071.10266,1071.10266,1.89422106,0.00222308,0.00109811,1.89422106,0.00112497,42.37617628
,Comptabilisé,Obligations,0,444336850,LU1901202363,532336A0,560,0.109244404,DHARMARESEARCH DR GBL A,EUR,94.78,53010.1165,51910.90845,53076.8,52894.21581,93,93,-3847.2,0,983.30736,983.30736,1.89422106,0.00204086,0.0010081,1.89422106,0.00103276,46.84562269
,Comptabilisé,Obligations,0,444336850,LU1901202363,53233600,31670.814,6.178320009,DHARMARESEARCH DR GBL A,EUR,94.78,1068137.637,631751.5844,3001759.751,2991433.697,83,94,-573591.7126,0,15426.40298,15426.40298,1.472213081,0.032017588,0.05673314,0.686090315,-0.02471556,33.82604673
,Comptabilisé,Obligations,0,444336850,LU1901202363,53182600,690,0.134604712,DHARMARESEARCH DR GBL A,EUR,94.78,65316.03641,63961.65505,65398.2,65173.23019,93,93,-4740.3,0,1211.57514,1211.57514,1.89422106,0.002514631,0.00124212,1.89422106,0.00127251,29.54030799
,Comptabilisé,Obligations,0,444336850,LU1901202363,52122600,13384.627,2.611063574,DHARMARESEARCH DR GBL A,EUR,94.78,1406367.925,1464316.532,1268594.947,1264230.98,93,93,-83638.27294,0,25739.28157,25739.28157,1.867809539,0.053422027,0.02564683,1.738637609,0.02777519,33.81567595
,Comptabilisé,Obligations,0,444336850,LU1901202363,51921000,12864.435,2.509584887,DHARMARESEARCH DR GBL A,EUR,94.78,1172356.465,1108987.105,1219291.149,1215096.788,94,94,-75538.8807,0,19419.84345,19419.84345,1.688833422,0.040305997,0.02281921,1.796953503,0.01748679,33.19073229
,Comptabilisé,Obligations,0,444336850,LU1901202363,32540 00,905.927,0.176727599,DHARMARESEARCH DR GBL A,EUR,94.78,85755.88538,83977.66707,85863.76106,85568.38972,87,94,-12645.95028,0,1590.722655,1590.722655,1.89422106,0.003301554,0.00163083,1.89422106,0.00167073,43.48660954
,Comptabilisé,Obligations,0,444336850,LU1901202363,15549 00,15200.483,2.965299479,DHARMARESEARCH DR GBL A,EUR,94.78,1205074.789,978936.1896,1440701.779,1435745.765,92,95,-122127.2767,0,12567.3141,12567.3141,1.057339754,0.026083533,0.02562667,1.62567728,0.00045686,33.7202645
,Comptabilisé,Obligations,0,132813650,LU0646914142,60864 F4,780.401,0.2475387,ARCANO EUROP INC ESG BA,EUR,154.11,182553.8701,211574.9499,120267.5981,119853.8776,108,108,9544.30811,23970.77551,6920.040155,6920.040155,3.88057471,0.014362583,0.00364054,2.994304481,0.01072205,4.031480924
,Comptabilisé,Obligations,0,132813650,LU0646914142,534552A0,2213,0.701950849,ARCANO EUROP INC ESG BA,EUR,154.11,338720.3097,328710.359,341045.43,339872.2337,101,101,5393.1,67974.44674,11161.87474,11161.87474,3.395656521,0.023166535,0.00647875,3.395656521,0.01668779,5.203681564
,Comptabilisé,Obligations,0,132813650,LU0646914142,53233600,2688.164,0.852670131,ARCANO EUROP INC ESG BA,EUR,154.11,192218.7484,159704.8117,414272.954,412847.8551,100,109,1409.505078,82569.57102,6211.723377,6211.723377,3.30005978,0.012892468,0.00893513,1.169643445,0.00395734,4.668333732
,Comptabilisé,Obligations,0,132813650,LU0646914142,52122600,996.383,0.316046946,ARCANO EUROP INC ESG BA,EUR,154.11,265587.3474,319409.4749,153552.5841,153024.3632,109,109,12948.63413,30604.87265,9927.184551,9927.184551,3.818465662,0.020603929,0.00534035,2.780703705,0.01526358,4.093098777
,Comptabilisé,Obligations,0,132813650,LU0646914142,51921000,964.589,0.305962073,ARCANO EUROP INC ESG BA,EUR,154.11,193597.1359,212939.6994,148652.8108,148141.4451,109,109,12535.45079,29628.28902,6495.370311,6495.370311,3.438375018,0.013481178,0.00380373,2.851826737,0.00967744,4.046527894
,Comptabilisé,Obligations,0,132813650,LU0646914142,15549 00,1122.514,0.356054973,ARCANO EUROP INC ESG BA,EUR,154.11,94218.19242,0,172990.6325,172395.5448,99,97,-202.7451346,34479.10895,-2241.380629,-2241.380629,-2.331167416,-0.004651998,0.00358919,-1.283451723,-0.00824119,4.048922526
Actions,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Actions,0,363347810,CA95942C1041,46178 00,2800,0.001092701,WESTERN RESORCS RG,CAD,0.28,445.5544669,430.1829,784,529.06672,4,5,-10669.47701,0,98.88382,98.88382,22.98645995,0.000205234,-1.30E-05,22.98645995,0.00021823,0.148636305
,Comptabilisé,Actions,1,244767580,CH0244767585,54570000,1400,0.055010263,UBS GROUP (NOM),CHF,19.025,26971.76563,24087,26635,26635,103,103,1015,17185.48849,2548,2548,10.57832026,0.005288389,0,10.57832026,0.00528839,0.355217379
,Comptabilisé,Actions,0,371415720,CA9023903011,46178 A0,15700,0.00218819,TYNER RESOURCES RG,CAD,0.1,1085.183779,857.63448,1570,1059.4831,21,24,-3770.329697,0,201.84862,201.84862,23.53550664,0.000418938,-2.60E-05,23.53550664,0.00044496,3.463207647
,Comptabilisé,Actions,0,1106536670,CA89279P1018,46178 A0,7475,0.001093921,TRAILBREAKER RESOURCES,CAD,0.105,577.8722836,459.3738825,784.875,529.6571963,2,2,-23862.60449,0,70.28331375,70.28331375,15.2998062,0.000145873,-1.30E-05,15.2998062,0.00015889,1.731328091
,Comptabilisé,Actions,0,1258597000,CA88605R1047,46178 A0,1067,0,THUNDERBIRD MINERALS CORP,CAD,0,0,0,0,0,,,0,,0,0,,0,0,0,0,0
,Comptabilisé,Actions,1,38388910,CH0038388911,54570000,175,0.02781235,SULZER (NOM),CHF,76.95,13707.28516,12600,13466.25,13466.25,96,96,-437.5,5346.905243,866.25,866.25,6.875,0.001797907,0,6.875,0.00179791,0.179592492
,Comptabilisé,Actions,1,1175448660,CH1175448666,54570000,200,0.055888031,STRAUMANN HLDG,CHF,135.3,24899.21875,21120,27060,27060,120,120,4556.64,17459.70785,5940,5940,28.125,0.012328504,0,28.125,0.0123285,0.360885387
,Comptabilisé,Actions,0,1219812410,CA86308P1027,46178 A0,10500,0.007317196,STRATHMORE PLUS URANIUM,CAD,0.5,3399.020215,2186.763075,5250,3542.8575,3,3,-100692.743,0,1356.094425,1356.094425,62.0137792,0.002814582,-8.69E-05,62.0137792,0.00290147,11.5807899
,Comptabilisé,Actions,1,12549780,CH0012549785,54570000,100,0.055103203,SONOVA HOLDING (NOM),CHF,266.8,23794.375,21930,26680,26680,106,106,1689.47,13241.94114,4750,4750,21.65982672,0.009858652,0,21.65982672,0.00985865,0.355817521
,Comptabilisé,Actions,0,10606170,DE0007203705,46178 00,450,0.026582075,SNP SCHNEIDER-NEU&PARTNER,EUR,28.7,12592.97136,11997.0315,12915,12870.5724,50,50,-12705.01,0,873.5409,873.5409,7.281308714,0.001813039,0.00024545,7.281308714,0.00156758,3.615865932
,Comptabilisé,Actions,0,108142440,GB00B4W19G74,46178 A0,60000,0,ROK GLOBAL,EUR,0,0,0,0,0,,,-50232.54,,0,0,,0,0,0,0,0
,Comptabilisé,Actions,1,12032040,CH0012032048,54570000,110,0.059216322,ROCHE (BON),CHF,260.65,30635.51563,31955,28671.5,28671.5,69,69,-12331,18499.48313,-2604.25,-3283.5,-8.177083637,-0.005405136,0,-8.1550295,-0.00540514,0.382377139
,Comptabilisé,Actions,0,257039620,CA74945R2028,46178 A0,291500,0,RDX TECHNOLOGIES,CAD,0,0,0,0,0,,,0,,0,0,,0,0,0,0,0
,Comptabilisé,Actions,1,12005260,CH0012005267,54570000,486,0.083662895,NOVARTIS (NOM),CHF,83.35,22772.80688,19727.24,40508.1,40508.1,105,105,2211.82,26136.71809,2223.62,1732.74,9.652889997,0.004615136,0,1.529950331,0.00461514,0.540235822
,Comptabilisé,Actions,0,273925760,DE000A0SMU87,46178 00,400,0.009871284,NORTHERN DATA AG,EUR,11.99,3992.316179,2387.55738,4796,4779.50176,16,16,-25103.23,0,2391.94438,2391.94438,100.1837443,0.004964494,9.17E-05,100.1837443,0.00487283,1.342755943
,Comptabilisé,Actions,1,38863350,CH0038863350,54570000,255,0.058322444,NESTLE (NOM),CHF,110.74,14614.14844,11249.7,28238.7,28238.7,97,97,-612.16,18220.23104,830.54,830.54,5.867636584,0.001723791,0,3.04160327,0.00172379,0.376605107
,Comptabilisé,Actions,0,1213375250,DE000A31C305,46178 00,400,0.019429716,MYNARIC,EUR,23.6,7912.244069,6398.4168,9440,9407.5264,35,35,-17190.88,0,3009.1096,3009.1096,47.02897129,0.006245424,0.00018,47.02897129,0.00606543,2.642955819
,Comptabilisé,Actions,0,115857590,CA5777572069,46178 A0,6250,0,MAXIM RESOURCES,CAD,0,0,0,0,0,,,-14769.63,,0,0,,0,0,0,0,0
,Comptabilisé,Actions,1,25751320,CH0025751329,54570000,260,0.027805225,LOGITECH INTL (NOM),CHF,51.78,13668.97188,14835.6,13462.8,13462.8,71,71,-5387.2,6681.919234,-1372.8,-1372.8,-9.253417455,-0.002849254,0,-9.253417455,-0.00284925,0.179546482
,Comptabilisé,Actions,1,102484960,CH0102484968,54570000,400,0.050757733,JULIUS BAER GRP N,CHF,61.44,23901.375,21544,24576,24576,110,110,2424,15856.97635,3032,3032,14.07352395,0.006292933,0,14.07352395,0.00629293,0.327757549
,Comptabilisé,Actions,0,237935630,CH0237935637,54570000,150,0.045020225,ISHARES SWISS DIV(CH) A,CHF,145.32,21847.40625,21300,21798,21798,91,91,-2097,10818.88429,693,498,3.25739118,0.001438325,0,3.268188534,0.00143833,0.290708783
,Comptabilisé,Actions,0,10853550,US4642872000,53182600,25,0.019113972,ISHARES CORE S&P 500 ETF,USD,405.39,9268.008626,8886.7773,10134.75,9254.64831,144,135,2850.584194,4167.77045,394.3352804,367.87101,4.438370872,0.000818445,-0.00025388,4.444817526,0.00107233,4.194746226
,Comptabilisé,Actions,1,10652780,IE0008471009,53182600,400,0.035891461,ISHARES CORE EUSTX50 ETF,EUR,43.595,16851.96176,15206.114,17438,17378.01328,127,127,3711.29,10426.80797,2256.269151,2171.89928,14.86571028,0.0046829,0.00033284,14.84703952,0.00435006,7.876728881
,Comptabilisé,Actions,0,396427280,CA4528941087,46178 00,240000,0.030105036,IMPERIAL MINING GROUP A,CAD,0.09,14382.2805,16387.92,21600,14576.328,47,46,-16188.21635,0,-1811.592,-1811.592,-11.05443522,-0.00375997,-0.00035898,-11.05443522,-0.00340099,4.095081881
,Comptabilisé,Actions,1,12214050,CH0012214059,54570000,535,0.064617799,HOLCIM,CHF,58.48,29497.64297,25615.8,31286.8,31286.8,125,125,6377.2,20186.93228,5671,5671,22.13868003,0.011770193,0,22.13868003,0.01177019,0.417256058
,Comptabilisé,Actions,0,199538770,CA43004Y1016,46178 A0,100000,0.011150013,HIGHLAND COPPER,CAD,0.08,5475.149531,4779.81,8000,5398.64,14,16,-31159.75457,0,618.83,618.83,12.94674893,0.001284385,-0.00013269,12.94674893,0.00141708,17.64691795
,Comptabilisé,Actions,0,1258596980,CA3811861051,46178 A0,2135,0.000476106,GOLDEN SKY MINERALS CO A,CAD,0.16,31.05316134,0,341.6,230.521928,15,16,-1292.662339,0,-71.2523314,-71.2523314,-233.4879024,-0.000147885,3.39E-06,-23.6111362,-0.00015127,0.753523396
,Comptabilisé,Actions,0,444336750,LU1901202280,60864 W1,7705.467,2.22463226,DHARMARESEARCH DR EQ A,EUR,140.27,1086065.742,1034673.819,1080845.856,1077127.746,121,121,194046.0761,0,42453.92771,42453.92771,4.103121868,0.088113371,0.02053428,4.103121868,0.06757909,31.39354163
,Comptabilisé,Actions,0,444336750,LU1901202280,60864 F4,6824.6,1.970318648,DHARMARESEARCH DR EQ A,EUR,140.27,961909.8052,916392.8601,957286.642,953993.576,140,140,275934.612,0,37600.71584,37600.71584,4.103121868,0.078040502,0.01818686,4.103121868,0.05985364,32.08913204
,Comptabilisé,Actions,0,444336750,LU1901202280,54617000,1522.533,0.439567911,DHARMARESEARCH DR EQ A,EUR,140.27,214597.1077,204442.5125,213565.7039,212831.0379,105,105,10328.80789,0,8388.525436,8388.525436,4.103121868,0.017410433,0.0040574,4.103121868,0.01335304,21.29569336
,Comptabilisé,Actions,0,444336750,LU1901202280,54570000,5894.636,1.701830325,DHARMARESEARCH DR EQ A,EUR,140.27,830833.7729,791519.2602,826840.5917,823996.2601,99,100,-6586.989916,0,32476.99985,32476.99985,4.103121868,0.0674062,0.0157086,4.103121868,0.0516976,10.9892169
,Comptabilisé,Actions,0,444336750,LU1901202280,53896900,1227.505,0.354390879,DHARMARESEARCH DR EQ A,EUR,140.27,146817.7005,117695.2384,172182.1264,171589.8198,112,112,18658.20635,0,2577.268616,2577.268616,1.816098287,0.005349136,0.00306991,3.211504707,0.00227923,29.67377997
,Comptabilisé,Actions,0,444336750,LU1901202280,534552A0,14242.164,4.111830924,DHARMARESEARCH DR EQ A,EUR,140.27,1760661.669,1468484.982,1997748.344,1990876.09,111,111,208069.9543,0,45825.98541,45825.98541,2.706182991,0.095112096,0.03608634,3.723793559,0.05902576,30.48170512
,Comptabilisé,Actions,0,444336750,LU1901202280,532338B0,350,0.101047904,DHARMARESEARCH DR EQ A,EUR,140.27,49331.59919,46997.26007,49094.5,48925.61492,137,137,13517,0,1928.354855,1928.354855,4.103121868,0.004002312,0.00093271,4.103121868,0.0030696,29.9544528
,Comptabilisé,Actions,0,444336750,LU1901202280,532336B0,460,0.132805817,DHARMARESEARCH DR EQ A,EUR,140.27,64835.81607,61767.82751,64524.2,64302.23675,137,137,17765.2,0,2534.409238,2534.409238,4.103121868,0.005260181,0.00122585,4.103121868,0.00403433,47.293108
,Transmis,Actions,0,444336750,LU1901202280,532336B0,-75,-0.021653122,DHARMARESEARCH DR EQ A,EUR,140.27,-163.8134428,0,-10520.25,-10484.06034,,,,0,,,,,,,,-7.710832826
,Comptabilisé,Actions,0,444336750,LU1901202280,532336A0,220,0.063515825,DHARMARESEARCH DR EQ A,EUR,140.27,31008.43377,29541.1349,30859.4,30753.24366,137,137,8496.4,0,1212.108766,1212.108766,4.103121868,0.002515739,0.00058628,4.103121868,0.00192946,27.23652912
,Comptabilisé,Actions,0,444336750,LU1901202280,53233600,19411.868,5.604367365,DHARMARESEARCH DR EQ A,EUR,140.27,1033800.446,653090.8449,2722902.724,2713535.939,117,130,412633.319,0,28087.59411,28087.59411,2.821107376,0.058295963,0.0517111,3.020825995,0.00658486,30.68367972
,Comptabilisé,Actions,0,444336750,LU1901202280,52122600,8026.899,2.317432346,DHARMARESEARCH DR EQ A,EUR,140.27,1211600.577,1222183.755,1125933.123,1122059.913,139,139,320803.1527,0,52947.20044,52947.20044,4.597436577,0.109892219,0.02199029,3.98016876,0.08790193,30.01288134
,Comptabilisé,Actions,0,444336750,LU1901202280,51921000,7849.542,2.266227908,DHARMARESEARCH DR EQ A,EUR,140.27,1106372.742,1054019.905,1101055.256,1097267.626,139,139,313477.7963,0,43247.72121,43247.72121,4.103121868,0.089760894,0.02091823,4.103121868,0.06884267,29.97219349
,Comptabilisé,Actions,0,444336750,LU1901202280,32540 00,330,0.095273738,DHARMARESEARCH DR EQ A,EUR,140.27,46512.65066,44311.70235,46289.1,46129.8655,121,138,8112.355496,0,1818.163149,1818.163149,4.103121868,0.003773608,0.00087942,4.103121868,0.00289419,23.44360406
,Comptabilisé,Actions,0,444336750,LU1901202280,15549 00,9213.128,2.659906501,DHARMARESEARCH DR EQ A,EUR,140.27,1227591.274,1109421.081,1292325.465,1287879.865,129,133,322773.042,0,40103.48712,40103.48712,3.4138985,0.083235018,0.02400956,3.83363415,0.05922545,30.24745102
,Comptabilisé,Actions,0,413099720,CA25043D1078,46178 00,15000,0.037213169,DESERT MOUNTAIN ENERGY,CAD,1.78,25272.88995,28371.5865,26700,18017.961,76,74,-5691.213261,0,-10353.6255,-10353.6255,-36.4929381,-0.021489009,-0.00044541,-36.4929381,-0.0210436,5.061976214
,Comptabilisé,Actions,0,1150967470,CA19682H1073,46178 A0,240,0.000244185,COLOURED TIES CAPITAL,CAD,0.73,132.324471,98.32752,175.2,118.230216,7,8,-1423.981668,0,19.902696,19.902696,20.24122646,4.13E-05,-2.90E-06,20.24122646,4.42E-05,0.386467503
,Comptabilisé,Actions,1,12142630,CH0012142631,54570000,2288,0.07116591,CLARIANT (NOM),CHF,15.06,35131.525,33519.2,34457.28,34457.28,91,91,-3317.6,20522.39611,938.08,938.08,2.798634812,0.00194699,0,2.798634812,0.00194699,0.459539129
,Comptabilisé,Actions,0,1101561310,CA1567881018,46178 00,30000,0.034286291,CERRADO GOLD INC,CAD,0.82,18087.11166,18026.712,24600,16600.818,75,74,-5315.868061,0,-1425.894,-1425.894,-7.909895049,-0.002959451,-0.00040871,-7.909895049,-0.00255074,4.663843253
,Comptabilisé,Actions,0,448925050,CA13648X1087,46178 A0,13333,0.007433156,CANADIAN PREMIUM SAND,CAD,0.4,3768.455713,3823.752404,5333.2,3599.003356,188,207,1700.436664,0,-224.7490478,-224.7490478,-5.877709226,-0.000466468,-8.86E-05,-5.877709226,-0.00037788,11.76431785
,Comptabilisé,Actions,0,127314300,CA09214V1040,46178 00,75000,0.007317196,BLACK IRON,CAD,0.07,3914.327813,4096.98,5250,3542.8575,20,19,-13498.923,0,-554.1225,-554.1225,-13.52514535,-0.001150084,-8.73E-05,-13.52514535,-0.00106281,0.995332402
,Comptabilisé,Actions,0,483231160,CA0783147055,46178 A0,1250,0,BELLATRIX EXPLORATION,CAD,0,0,0,0,0,,,-164541.28,,0,0,,0,0,0,0,0
,Comptabilisé,Actions,0,180194770,CA05461V2012,46178 A0,20000,0.001254376,AXMIN,CAD,0.045,603.8527031,477.981,900,607.347,3,3,-18321.77651,0,129.366,129.366,27.06509255,0.0002685,-1.49E-05,27.06509255,0.00028342,1.985278269
,Comptabilisé,Actions,0,383252400,CA05334L1094,46178 00,130000,0.034425666,AUXICO RESOURCES CANADA,CAD,0.19,34576.70511,39945.555,24700,16668.301,39,38,-25683.79212,0,-23277.254,-23277.254,-58.27245109,-0.048312074,-0.00041486,-58.27245109,-0.04789721,4.682801965
,Comptabilisé,Actions,0,180301130,CA0475591099,46178 00,60000,0.018815647,ATICO MINING,CAD,0.225,10014.62939,8603.658,13500,9110.205,43,41,-11820.12772,0,506.547,506.547,5.887577121,0.001051341,-0.00022403,5.887577121,0.00127537,2.559426175
,Comptabilisé,Actions,0,351207290,CA0435041094,46178 00,200000,0.055750067,ASCENDANT RESOURCES,CAD,0.2,33076.55953,32775.84,40000,26993.2,98,95,-394.1228626,0,-5782.64,-5782.64,-17.64299557,-0.012001903,-0.00066528,-17.64299557,-0.01133662,7.583484964
,Comptabilisé,Actions,0,23078320,BMG0415W1010,46178 A0,318.192,0.024191183,AM2 EURO A,EUR,36.938,12012.0661,12147.05769,11753.3761,11712.94448,58,58,-8499.543904,0,-434.1132085,-434.1132085,-3.573813672,-0.000901004,0.00022307,-3.573813672,-0.00112408,38.28693341
,Comptabilisé,Actions,0,23078320,BMG0415W1010,46178 00,88.313,0.006714172,AM2 EURO A,EUR,36.938,3333.904038,3371.370449,3262.105594,3250.883951,35,35,-5873.234406,0,-120.486498,-120.486498,-3.573813672,-0.00025007,6.19E-05,-3.573813672,-0.00031198,0.913305187
,Comptabilisé,Actions,1,432492460,CH0432492467,54570000,549,0.073633534,ALCON INC,CHF,64.94,36219.58875,34685.82,35652.06,35652.06,86,86,-5698.62,17694.9955,966.24,966.24,2.785691675,0.002005437,0,2.785691675,0.00200544,0.475473299
,Comptabilisé,Actions,0,478634100,CH0478634105,532338A0,9000,0.341555179,AEVIS VICTORIA,CHF,18.375,164767.4438,158400,165375,165375,420,356,126476.1937,0,6975,6975,4.403409091,0.014476653,0,4.403409091,0.01447665,64.84046388
,Comptabilisé,Actions,0,478634100,CH0478634105,53233800,26600,1.009485306,AEVIS VICTORIA,CHF,18.375,491616.4647,473440,488775,488775,359,304,353867.5999,0,20412.089,20412.089,4.318205622,0.042365408,0,4.327734685,0.04236541,92.03592901
,Comptabilisé,Actions,1,12138600,CH0012138605,54570000,307,0.020847847,ADECCO GROUP (NOM),CHF,32.88,10323.97828,9351.22,10094.16,10094.16,74,74,-3466.03,6011.976277,742.94,742.94,7.944845699,0.001541976,0,7.944845699,0.00154198,0.134620652
,Comptabilisé,Actions,1,12221710,CH0012221716,54570000,1733,0.110311862,ABB LTD (NOM),CHF,30.82,53612.25047,48627.98,53411.06,53411.06,101,101,732.19,34461.992,5729.3,4783.08,11.78963286,0.011891195,0,11.87380321,0.0118912,0.712316004
Fonds alternatifs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,60864 W1,341.997,0.217177167,PRIMA CAPITAL FUND D,EUR,308.53,104968.0814,102060.4288,105516.3344,105153.3582,86,86,-16283.57559,21030.67164,3092.929384,3092.929384,3.030488328,0.006419393,0.00200438,3.030488328,0.00441502,3.064758419
