Répartition Générale (Pondération),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liq,DevT,CTerme,Oblig,Actions,HF,MPrem,Autres,Total,,,,,,,,,,,,,,,,,
,Comptabilisé,Actions,1,244767580,CH0244767585,54570000,1400,0.051059292,UBS GROUP (NOM),CHF,17.24,26269.63889,24087,24136,24136,94,94,-1484,15511.54712,623.17,49,2.607331681,0.001315365,0,2.365216376,0.00131537,0.321030754
,Comptabilisé,Actions,1,38388910,CH0038388911,54570000,175,0.026321895,SULZER (NOM),CHF,71.1,13465.84491,12600,12442.5,12442.5,89,89,-1461.25,4920.895056,240.62,-157.5,1.925801537,0.000507892,0,1.737412614,0.00050789,0.165496567
,Comptabilisé,Actions,1,1175448660,CH1175448666,54570000,200,0.056314152,STRAUMANN HLDG,CHF,133.1,25926.57407,21120,26620,26620,118,118,4116.64,17107.94598,5604,5500,26.57742657,0.011828724,0,26.52698075,0.01182872,0.354070213
,Comptabilisé,Actions,1,12549780,CH0012549785,54570000,100,0.049375368,SONOVA HOLDING (NOM),CHF,233.4,25101.75926,21930,23340,23340,93,93,-1650.53,11538.44591,1410,1410,6.429548564,0.002976178,0,6.429548564,0.00297618,0.31044323
,Comptabilisé,Actions,1,12032040,CH0012032048,54570000,110,0.067065035,ROCHE (BON),CHF,288.2,30691.01852,31955,31702,31702,77,77,-9300.5,20374.0084,426.25,-253,1.348332342,0.000899713,0,1.552735462,0.00089971,0.421665435
,Comptabilisé,Actions,1,12005260,CH0012005267,54570000,486,0.089611343,NOVARTIS (NOM),CHF,87.16,31239.89167,19727.24,42359.76,42359.76,110,110,4063.48,27223.45928,4075.28,3584.4,13.91030342,0.008601956,0,6.170971456,0.00860196,0.563423337
,Comptabilisé,Actions,1,38863350,CH0038863350,54570000,255,0.058206451,NESTLE (NOM),CHF,107.9,20465.69722,11249.7,27514.5,27514.5,95,95,-1336.36,17682.81667,595.3,106.34,3.056481585,0.001256538,0,2.078033908,0.00125654,0.365967877
,Comptabilisé,Actions,1,25751320,CH0025751329,54570000,260,0.03209949,LOGITECH INTL (NOM),CHF,58.36,13891.00556,14835.6,15173.6,15173.6,80,80,-3676.4,7501.275188,338,338,2.27830354,0.000713438,0,2.27830354,0.00071344,0.201822682
,Comptabilisé,Actions,1,102484960,CH0102484968,54570000,400,0.047082185,JULIUS BAER GRP N,CHF,55.64,24181.7037,21544,22256,22256,100,100,104,14303.32253,1388,712,6.502078551,0.002929741,0,6.172558631,0.00292974,0.296025044
,Comptabilisé,Actions,0,237935630,CH0237935637,54570000,150,0.046589277,ISHARES SWISS DIV(CH) A,CHF,146.82,22085.44444,21300,22023,22023,92,92,-1872,10887.36908,1167.6,723,5.522815308,0.002464529,0,5.498053308,0.00246453,0.292925932
,Comptabilisé,Actions,0,10853550,US4642872000,53182600,25,0.020278284,ISHARES CORE S&P 500 ETF,USD,419.43,9284.235944,8886.7773,10485.75,9585.65322,152,140,3400.271677,4317.337469,725.3401904,698.87592,8.173143669,0.001531022,-0.00024509,8.180426516,0.00177611,4.429054399
,Comptabilisé,Actions,1,10652780,IE0008471009,53182600,400,0.035706571,ISHARES CORE EUSTX50 ETF,EUR,43.3,17069.74657,15206.114,17320,16878.6864,126,126,3593.29,10127.21184,1924.971887,1672.5724,12.70306898,0.004063162,-0.00047575,12.64434481,0.00453891,7.798802913
,Comptabilisé,Actions,1,12214050,CH0012214059,54570000,535,0.063538314,HOLCIM,CHF,56.14,30106.38194,25615.8,30034.9,30034.9,120,120,5125.3,19302.60882,5756.6,4419.1,22.64511741,0.012150826,0,22.28630663,0.01215083,0.399491489
,Comptabilisé,Actions,0,444336750,LU1901202280,60864 W1,7705.467,2.347073589,DHARMARESEARCH DR EQ A,EUR,147.75,1086194.761,1034673.819,1138482.749,1109474.209,128,128,251682.9693,0,74800.39017,74800.39017,7.229369181,0.157886,-0.03094277,7.229369181,0.18882877,32.6645836
,Comptabilisé,Actions,0,444336750,LU1901202280,60864 F4,6824.6,2.078762834,DHARMARESEARCH DR EQ A,EUR,147.75,962024.0749,916392.8601,1008334.65,982642.2831,147,147,326982.62,0,66249.423,66249.423,7.229369181,0.139836923,-0.02740548,7.229369181,0.16724241,33.1960062
,Comptabilisé,Actions,0,444336750,LU1901202280,54617000,1522.533,0.463761248,DHARMARESEARCH DR EQ A,EUR,147.75,214622.6007,204442.5125,224954.2508,219222.4164,108,111,16720.18644,0,14779.90399,14779.90399,7.229369181,3.12E-02,-6.11E-03,7.229369181,0.03731092,21.74065754
,Comptabilisé,Actions,0,444336750,LU1901202280,54570000,5894.636,1.795497206,DHARMARESEARCH DR EQ A,EUR,147.75,830932.4715,791519.2602,870932.469,848741.1097,102,105,18157.85969,0,57221.84946,57221.84946,7.229369181,1.21E-01,-2.37E-02,7.229369181,0.14445288,11.28902875
,Comptabilisé,Actions,0,444336750,LU1901202280,53896900,1227.505,0.373896166,DHARMARESEARCH DR EQ A,EUR,147.75,157510.6858,117695.2384,181363.8638,176742.7125,118,118,27839.94375,0,7730.161282,7730.161282,5.051085233,0.016316549,-0.00513444,6.310976495,0.02145099,30.7418061
,Comptabilisé,Actions,0,444336750,LU1901202280,534552A0,14242.164,4.338141604,DHARMARESEARCH DR EQ A,EUR,147.75,1861421.678,1468484.982,2104279.731,2050662.683,117,117,314601.341,0,105612.5789,105612.5789,5.878092147,0.222923271,-0.05909506,6.838649531,0.28201833,33.06013226
,Comptabilisé,Actions,0,444336750,LU1901202280,532338B0,350,0.10660947,DHARMARESEARCH DR EQ A,EUR,147.75,49337.45952,46997.26007,51712.5,50394.8655,145,145,16135,0,3397.605435,3397.605435,7.229369181,0.007171545,-0.00140549,7.229369181,0.00857704,31.80290733
,Comptabilisé,Actions,0,444336750,LU1901202280,532336B0,385,0.117270417,DHARMARESEARCH DR EQ A,EUR,147.75,60535.53553,61767.82751,56883.75,55434.35205,145,145,17748.5,0,4072.308842,4072.308842,7.074381692,0.008595684,-0.00143418,6.660458254,0.01002986,43.99317036
,Comptabilisé,Actions,0,444336750,LU1901202280,532336A0,220,0.067011667,DHARMARESEARCH DR EQ A,EUR,147.75,31012.11741,29541.1349,32505,31676.7726,145,145,10142,0,2135.637702,2135.637702,7.229369181,0.004507828,-0.00088345,7.229369181,0.00539128,28.23542317
,Comptabilisé,Actions,0,444336750,LU1901202280,53233600,19411.868,5.91282562,DHARMARESEARCH DR EQ A,EUR,147.75,1727635.706,653090.8449,2868103.497,2795024.22,121,137,494121.5999,0,109575.875,109575.875,6.485857454,0.231288855,-0.07798096,6.114571645,0.30926981,31.60014291
,Comptabilisé,Actions,0,444336750,LU1901202280,52122600,8026.899,2.44498129,DHARMARESEARCH DR EQ A,EUR,147.75,1179048.754,1222183.755,1185974.327,1155755.701,147,147,380844.3573,0,86642.98904,86642.98904,7.751407454,0.182882936,-0.03162298,7.102723755,0.21450591,34.16284149
,Comptabilisé,Actions,0,444336750,LU1901202280,51921000,7849.542,2.390958616,DHARMARESEARCH DR EQ A,EUR,147.75,1106504.173,1054019.905,1159769.831,1130218.895,147,147,372192.3705,0,76198.99018,76198.99018,7.229369181,0.160838115,-0.03152133,7.229369181,0.19235945,30.94109303
,Comptabilisé,Actions,0,444336750,LU1901202280,32540 00,330,0.100517501,DHARMARESEARCH DR EQ A,EUR,147.75,46518.17612,44311.70235,48757.5,47515.1589,124,146,9497.6489,0,3203.456553,3203.456553,7.229369181,0.006761742,-0.00132518,7.229369181,0.00808692,23.9579752
,Comptabilisé,Actions,0,444336750,LU1901202280,15549 00,9213.128,2.806304848,DHARMARESEARCH DR EQ A,EUR,147.75,1256661.442,1109421.081,1361239.662,1326555.275,133,140,363537.3014,0,78778.89757,78778.89757,6.539229957,0.166283692,-0.03754996,6.951788668,0.20383365,31.6610801
,Comptabilisé,Actions,1,12142630,CH0012142631,54570000,2288,0.063552149,CLARIANT (NOM),CHF,13.13,34124.67259,33519.2,30041.44,30041.44,79,79,-7733.44,17821.67252,-3477.76,-3477.76,-10.37542662,-0.007340732,0,-10.37542662,-0.00734073,0.399578477
,Comptabilisé,Actions,1,432492460,CH0432492467,54570000,549,0.082064527,ALCON INC,CHF,70.66,36456.65,34685.82,38792.34,38792.34,93,93,-2558.34,19177.52,4181.46,4106.52,12.05886668,0.008826077,0,12.05548821,0.00882608,0.515973407
,Comptabilisé,Actions,0,478634100,CH0478634105,532338A0,9000,0.354131818,AEVIS VICTORIA,CHF,18.6,164535.8,158400,167400,167400,435,360,132307.2148,0,9000,9000,5.681818182,0.01899688,0,5.681818182,0.01899688,65.65929323
,Comptabilisé,Actions,0,478634100,CH0478634105,53233800,26600,1.046656263,AEVIS VICTORIA,CHF,18.6,489042.6272,473440,494760,494760,371,307,371101.5065,0,26397.089,26397.089,5.605450212,0.055718035,0,5.605217151,0.05571804,92.36366993
,Comptabilisé,Actions,1,12138600,CH0012138605,54570000,307,0.017639149,ADECCO GROUP (NOM),CHF,27.16,9893.103426,9351.22,8338.12,8338.12,61,61,-5222.07,4946.475405,-444.38,-1013.1,-4.83585925,-9.38E-04,0.00E+00,-5.600009698,-0.00093798,0.11090458
,Comptabilisé,Actions,1,12221710,CH0012221716,54570000,1733,0.121935539,ABB LTD (NOM),CHF,33.26,54445.56472,48627.98,57639.58,57639.58,109,109,4960.71,37043.38171,9957.82,9011.6,20.65052325,2.10E-02,0.00E+00,20.73078179,0.02101861,0.766658842
Fonds alternatifs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,60864 W1,341.997,0.230383534,PRIMA CAPITAL FUND D,EUR,326.76,105281.3778,102060.4288,111750.9397,108903.5258,91,91,-10048.97028,21780.70516,6843.09694,6843.09694,6.704946293,0.014444165,-0.00303746,6.704946293,0.01748162,3.206283025
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,60864 F4,284.998,0.191986615,PRIMA CAPITAL FUND D,EUR,326.76,87734.63541,85050.50658,93125.94648,90753.09736,92,92,-7624.15352,18150.61947,5702.590788,5702.590788,6.704946293,1.20E-02,-0.00253122,6.704946293,1.46E-02,3.065856655
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,534552A0,370.497,0.24958233,PRIMA CAPITAL FUND D,EUR,326.76,114054.9029,110565.5392,121063.5997,117978.8992,92,92,-9599.54028,23595.77984,7413.360021,7413.360021,6.704946293,0.015647856,-0.00329058,6.704946293,0.01893844,1.902018329
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,52122600,427.496,0.287979249,PRIMA CAPITAL FUND D,EUR,326.76,131601.6453,127575.4614,139688.593,136129.3276,91,91,-12786.20704,27225.86552,8553.866173,8553.866173,6.704946293,0.018055196,-0.00379682,6.704946293,0.02185201,4.023830153
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,51921000,327.747,0.220784136,PRIMA CAPITAL FUND D,EUR,326.76,100894.6152,97807.87366,107094.6097,104365.8391,91,91,-9802.76028,20873.16781,6557.9654,6557.9654,6.704946293,0.01384232,-0.0029109,6.704946293,0.01675321,2.857139576
,Comptabilisé,Fonds alternatifs,0,5139480,VGG7238PAA45,53233600,1383.821,0.643102107,PRIMA CAPITAL FUND C,CHF,219.68,183563.4263,68634.21648,303997.7973,303997.7973,90,90,-31847.00272,60114.17552,20095.6008,20095.6008,11.26393161,4.24E-02,0.00E+00,7.375728447,0.04241708,3.436955491
,Comptabilisé,Fonds alternatifs,0,477000,VGG7238P1062,534552A0,282.321,0.285857537,PRIMA CAPITAL FUND A,USD,523.57,128469.8182,125150.3799,147814.806,135126.383,103,98,4956.155179,24344.13944,9976.003158,9976.003158,7.971212847,2.11E-02,-3.45E-03,7.971212847,0.02450273,2.178464616
,Comptabilisé,Fonds alternatifs,0,477000,VGG7238P1062,15549 00,225.857,0.228686232,PRIMA CAPITAL FUND A,USD,523.57,102775.9456,100120.3926,118251.9495,108101.2021,96,96,-3728.13051,19475.3288,7980.809594,7980.809594,7.971212847,1.68E-02,-2.76E-03,7.971212847,0.01960221,2.580066495
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,60864 F4,97.323,0.182249133,PETERS THEM C 022823 ORRR,USD,968.3186,62415.55307,0,94239.67111,86150.13774,96,95,-3301.003071,0,-4403.538614,-4403.538614,-6.799060631,-0.009294833,-0.00137195,-4.862904293,-0.00792288,2.910357671
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,534552A0,219.841,0.411678963,PETERS THEM C 022823 ORRR,USD,968.3186,140989.2585,0,212876.1293,194602.8424,96,96,-6219.601729,0,-8725.609052,-8725.609052,-5.999993631,-0.018417705,-0.00311032,-4.291386173,-0.01530739,3.137325197
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,53233600,295.048,0.552513201,PETERS THEM C 022823 ORRR,USD,968.3186,125572.1849,0,285700.4663,261175.9383,94,95,-15441.35173,0,-10215.11173,-10215.11173,-7.680762811,-0.021561694,-0.00034624,-5.43770132,-0.02121545,2.952817695
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,52122600,124.212,0.23260205,PETERS THEM C 022823 ORRR,USD,968.3186,79660.10787,0,120276.7899,109952.2303,95,95,-4966.256118,0,-6363.961473,-6363.961473,-7.649632276,-0.013432823,-0.00174416,-5.471260171,-0.01168866,3.250064534
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,51921000,120.354,0.225377477,PETERS THEM C 022823 ORRR,USD,968.3186,77185.88077,0,116541.0168,106537.1359,95,95,-4811.992268,0,-6166.285335,-6166.285335,-7.649617311,-0.013015576,-0.00168999,-5.471249468,-0.01132559,2.916581422
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,15549 00,142.215,0.266314854,PETERS THEM C 022823 ORRR,USD,968.3186,91205.85967,0,137709.4297,125888.4523,95,95,-6852.490301,0,-7286.325308,-7286.325308,-7.649618361,-1.54E-02,-2.00E-03,-5.471250218,-0.01338276,3.004597279
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,532338B0,5.726,7.80E-05,LL ASSETS SPV G EUR SP #,EUR,6.605,37.34738608,37.3440733,37.82023,36.85657054,2,2,-1782.12977,0,-0.487502765,-0.487502765,-1.305435432,-1.03E-06,-1.03E-06,-1.305435432,0,0.023259237
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,53233800,5.726,7.80E-05,LL ASSETS SPV G EUR SP #,EUR,6.605,37.34738608,37.3440733,37.82023,36.85657054,2,2,-1785.56977,0,-0.487502765,-0.487502765,-1.305435432,-1.03E-06,-1.03E-06,-1.305435432,0,0.006880524
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,532336B0,5.727,7.80E-05,LL ASSETS SPV G EUR SP #,EUR,6.605,37.3539085,37.35059515,37.826835,36.86300724,2,2,-1782.103165,0,-0.487587903,-0.487587903,-1.305435432,-1.03E-06,-1.03E-06,-1.305435432,0,0.029254794
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,532336A0,5.727,7.80E-05,LL ASSETS SPV G EUR SP #,EUR,6.605,37.3539085,37.35059515,37.826835,36.86300724,2,2,-1782.103165,0,-0.487587903,-0.487587903,-1.305435432,-1.03E-06,-1.03E-06,-1.305435432,0,0.032858228
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,52122600,160.459,0.002184928,LL ASSETS SPV G EUR SP #,EUR,6.605,1046.581247,1046.488414,1059.831695,1032.827183,0,0,-176844.6683,0,-13.66123055,-13.66123055,-1.305435432,-2.88E-05,-2.88E-05,-1.305435432,0,0.030529212
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,15549 00,160.47,0.002185078,LL ASSETS SPV G EUR SP #,EUR,6.605,1046.652994,1046.560154,1059.90435,1032.897987,0,0,-266872.7925,0,-13.66216707,-13.66216707,-1.305435432,-2.88E-05,-2.88E-05,-1.305435432,0,0.024652321
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,532338B0,17.57,0.001734996,LL ASSETS SPV F EUR SP #,EUR,47.899,831.0635861,830.9898694,841.58543,820.1418332,15,15,-4742.86457,0,-10.84803619,-10.84803619,-1.305435432,-2.29E-05,-2.29E-05,-1.305435432,0,0.51757048
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,532338A0,28.12,0.002776783,LL ASSETS SPV F EUR SP #,EUR,47.899,1330.080139,1329.962159,1346.91988,1312.600361,6,6,-18363.51012,0,-17.36179725,-17.36179725,-1.305435432,-3.66E-05,-3.67E-05,-1.305435432,0,0.514841171
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,53233800,38.66,0.003817584,LL ASSETS SPV F EUR SP #,EUR,47.899,1828.62369,1828.461488,1851.77534,1804.592104,15,15,-9777.53466,0,-23.86938413,-23.86938413,-1.305435432,-5.04E-05,-5.04E-05,-1.305435432,0,0.336888086
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,532336B0,17.57,0.001734996,LL ASSETS SPV F EUR SP #,EUR,47.899,831.0635861,830.9898694,841.58543,820.1418332,23,23,-2724.59457,0,-10.84803619,-10.84803619,-1.305435432,-2.29E-05,-2.29E-05,-1.305435432,0,0.650871491
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,532336A0,17.57,0.001734996,LL ASSETS SPV F EUR SP #,EUR,47.899,831.0635861,830.9898694,841.58543,820.1418332,15,15,-4444.34457,0,-10.84803619,-10.84803619,-1.305435432,-2.29E-05,-2.29E-05,-1.305435432,0,0.731042017
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,52122600,407.696,0.040259015,LL ASSETS SPV F EUR SP #,EUR,47.899,19284.08081,19282.37028,19528.2307,19030.65139,6,6,-263091.6593,0,-251.7188938,-251.7188938,-1.305435432,-0.000531319,-0.00053132,-1.305435432,0,0.562524698
,Comptabilisé,Fonds alternatifs,0,252296810,VGG5532C1361,15549 00,70.292,0.006941169,LL ASSETS SPV F EUR SP #,EUR,47.899,3324.821946,3324.527029,3366.916508,3281.127475,5,6,-61169.10331,0,-43.39955379,-43.39955379,-1.305435432,-9.16E-05,-9.16E-05,-1.305435432,0,0.078311128
,Comptabilisé,Fonds alternatifs,0,252124000,VGG5532C1288,532338B0,28.8,0.000902299,LL ASSETS SPV D EUR SP #,EUR,15.197,432.2016263,432.1632894,437.6736,426.5216767,7,7,-5117.2664,0,-5.641612704,-5.641612704,-1.305435432,-1.19E-05,-1.19E-05,-1.305435432,0,0.269166893
,Comptabilisé,Fonds alternatifs,0,252124000,VGG5532C1288,53233800,86.411,0.002707242,LL ASSETS SPV D EUR SP #,EUR,15.197,1296.769956,1296.65493,1313.187967,1279.727938,7,7,-15349.44203,0,-16.92699289,-16.92699289,-1.305435432,-3.57E-05,-3.57E-05,-1.305435432,0,0.238904456
,Comptabilisé,Fonds alternatifs,0,252124000,VGG5532C1288,532336B0,28.8,0.000902299,LL ASSETS SPV D EUR SP #,EUR,15.197,432.2016263,432.1632894,437.6736,426.5216767,7,7,-5117.2664,0,-5.641612704,-5.641612704,-1.305435432,-1.19E-05,-1.19E-05,-1.305435432,0,0.338491208
,Comptabilisé,Fonds alternatifs,0,252124000,VGG5532C1288,532336A0,28.8,0.000902299,LL ASSETS SPV D EUR SP #,EUR,15.197,432.2016263,432.1632894,437.6736,426.5216767,7,7,-5117.2664,0,-5.641612704,-5.641612704,-1.305435432,-1.19E-05,-1.19E-05,-1.305435432,0,0.380184566
,Comptabilisé,Fonds alternatifs,0,252124000,VGG5532C1288,53233600,691.234,0.021656248,LL ASSETS SPV D EUR SP #,EUR,15.197,5256.462692,0,10504.6831,10237.02377,6,8,-138267.5662,0,-135.4062273,-135.4062273,-2.560025832,-0.000285811,-0.00028581,-1.305443636,0,0.115738322
Or et autres matières premières,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Or et autres matières premières,0,42581910,US78463V1070,60864 W1,1141,0.402345645,SPDR GOLD TRUST,USD,182.34,187376.9988,179112.6784,208049.94,190190.9332,103,100,7273.604337,102793.4255,11078.25471,11078.25471,6.185075676,0.023383586,-0.00484958,6.185075676,0.02823317,5.599506132
,Comptabilisé,Or et autres matières premières,0,42581910,US78463V1070,532338B0,60,0.021157527,SPDR GOLD TRUST,USD,182.34,9853.304056,9418.72104,10940.4,10001.27606,102,99,298.8014813,5405.438678,582.555024,582.555024,6.185075676,0.001229636,-0.00025502,6.185075676,0.00148465,6.311548858
,Comptabilisé,Or et autres matières premières,0,42581910,US78463V1070,32540 00,65,0.022920655,SPDR GOLD TRUST,USD,182.34,10674.41273,10203.61446,11852.1,10834.71574,98,100,-214.354264,5855.891901,631.101276,631.101276,6.185075676,0.001332106,-0.00027627,6.185075676,0.00160837,5.46305341
,Comptabilisé,Or et autres matières premières,0,42581910,US78463V1070,15549 00,1375,0.484860002,SPDR GOLD TRUST,USD,182.34,207267.5961,151484.4301,250717.5,229195.9098,101,101,3491,123874.6364,11303.97033,11303.97033,5.680924026,0.023860018,-0.00523984,5.838483051,0.02909986,5.470250802
,Comptabilisé,Or et autres matières premières,0,2876480,CH0002876487,53455200,1,0.062406742,PLATINE 1 KG 999.5 CHF,CHF,29500,29959,31624,29500,29500,81,69,-6911.926943,14583.72555,-2124,-2124,-6.71641791,-0.004483264,0,-6.71641791,-0.00448326,0.773062747
,Comptabilisé,Or et autres matières premières,0,2818890,XD0002818892,53455200,92,0.354236231,OR MAPLE LEAF (PCE) 1 OZ,USD,1991.01,164825.9286,157190.2772,183172.92,167449.3565,161,151,65729.5618,105585.8699,10259.07931,10259.07931,6.526535539,0.021654499,-0.00426976,6.526535539,0.02592426,4.388096933
,Comptabilisé,Or et autres matières premières,0,2820510,FR0003999036,53455200,2127,1.509733131,GOLD NAPOLEON FRF 20,EUR,344.2963699,701317.2178,669325.2217,732318.3788,713658.9065,192,192,352861.5788,499561.2345,44333.68476,44333.68476,6.623638752,0.093577963,-0.01990503,6.623638752,0.113483,18.70180049
,Comptabilisé,Or et autres matières premières,0,2811280,CH0002811286,53455200,50,6.119033955,GOLD KG 1 999.9 CHF,CHF,57850,2837231.481,2705500,2892500,2892500,174,148,1265321.219,2001925.309,187000,187000,6.911846239,0.394712941,0,6.911846239,0.39471294,75.79945746
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,60864 F4,2715,0.330542083,DT BOER-XETRA CT-GOLDPERP,EUR,59.055,111706.1627,0,160334.325,156249.0064,104,104,7252.225,85936.95352,5086.555933,5086.555933,4.704712537,0.010736521,-0.00437587,3.36495996,0.01511239,5.278465088
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,53896900,529,0.064403964,DT BOER-XETRA CT-GOLDPERP,EUR,59.055,21765.2155,0,31240.095,30444.09738,103,103,1116.705,16744.25356,698.45469,698.45469,3.28297876,0.001474273,-0.00085275,2.348090768,0.00232702,5.295304827
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,532336B0,133,0.016192301,DT BOER-XETRA CT-GOLDPERP,EUR,59.055,5472.16193,0,7854.315,7654.187054,102,102,200.775,4209.80288,96.6224454,96.6224454,1.787513572,0.000203947,-0.00021443,1.278486528,0.00041838,6.074427545
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,53233600,8231,1.002096459,DT BOER-XETRA CT-GOLDPERP,EUR,59.055,265091.7466,0,486081.705,473696.3432,103,104,14020.78316,260532.9887,4579.083157,4579.083157,1.748837077,0.009665366,-0.01323299,2.517756556,0.02289836,5.355542909
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,52122600,3465,0.421852051,DT BOER-XETRA CT-GOLDPERP,EUR,59.055,142564.2187,0,204625.575,199411.7153,104,104,7993.905,109676.4434,5245.806491,5245.806491,3.777395668,0.011072662,-0.00558526,2.701713458,0.01665792,5.894386516
,Comptabilisé,Or et autres matières premières,0,36246070,DE000A0S9GB0,51921000,3358,0.408825162,DT BOER-XETRA CT-GOLDPERP,EUR,59.055,138161.8027,0,198306.69,193253.8355,104,104,7747.06,106289.6095,5083.823299,5083.823299,3.777402173,1.07E-02,-5.41E-03,2.70171811,0.01614354,5.290554713
Autres placements,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Autres placements,0,335314240,IE00BD08G515,53233600,3433.7673,0.770477981,MONTLAKE ALPHAQUEST INST,CHF,106.0669,227616.1038,91853.84686,364209.0528,364209.0528,105,105,19898.95283,0,-10790.85402,-10790.85402,-4.567758606,-0.02277695,0,-7.471059677,-0.02277695,4.117695309
,Comptabilisé,Autres placements,0,335314140,IE00BD08G390,60864 W1,1326.9769,0.268321842,MONTLAKE ALPHAQUEST INS €,EUR,98.0827,130197.7249,136701.1514,130153.4772,126837.1666,107,107,8953.53719,0,-9863.984857,-9863.984857,-7.215729167,-0.020820548,-0.00354418,-7.215729167,-0.01727636,3.734276289
,Comptabilisé,Autres placements,0,335314140,IE00BD08G390,60864 F4,1161.1047,0.234781594,MONTLAKE ALPHAQUEST INS €,EUR,98.0827,113923.0007,119613.4985,113884.284,110982.5124,107,107,8359.343959,0,-8630.986099,-8630.986099,-7.215729167,-0.018217978,-0.00310116,-7.215729167,-0.01511682,3.749254671
,Comptabilisé,Autres placements,0,335314140,IE00BD08G390,52122600,1384.3024,0.279913366,MONTLAKE ALPHAQUEST INS €,EUR,98.0827,147080.7259,182268.1882,135776.117,132316.5415,107,107,9152.557008,0,-12329.83096,-12329.83096,-7.910930052,-0.026025368,-0.00361209,-7.518578144,-0.02241327,3.911128476
,Comptabilisé,Autres placements,0,335314140,IE00BD08G390,51921000,1326.9766,0.268321782,MONTLAKE ALPHAQUEST INS €,EUR,98.0827,130197.6955,136701.1205,130153.4478,126837.1379,107,107,8773.507765,0,-9863.982627,-9863.982627,-7.215729167,-0.020820543,-0.00354418,-7.215729167,-0.01727636,3.472318238
,Comptabilisé,Autres placements,0,335314360,IE00BD08G622,534552A0,2259.5615,0.476738503,MONTLAKE ALPHAQUEST INS $,USD,109.0999,206249.0688,165658.6294,246517.9337,225356.8343,110,107,22640.56032,0,-12263.95955,-12263.95955,-5.660680402,-0.025886329,-0.00525105,-6.358495726,-0.02063528,3.633131283
,Comptabilisé,Autres placements,0,335314360,IE00BD08G622,15549 00,1351.6199,0.285174468,MONTLAKE ALPHAQUEST INS $,USD,109.0999,135898.9298,143570.805,147461.5959,134803.4925,112,112,15966.60593,0,-8767.312509,-8767.312509,-6.106612348,-0.018505731,-0.00343551,-6.106612348,-0.01507022,3.217373791
,Comptabilisé,Autres placements,0,386473090,LU1693257310,60864 F4,1425.72,0.370872829,EUROPEAN SEC LEND A RAIF,EUR,126.18,176318.9482,174887.2901,179897.3496,175313.5651,119,119,29147.3496,0,426.2750248,426.2750248,0.243742713,0.000899766,-0.0048936,0.243742713,0.00579336,5.922511473
,Comptabilisé,Autres placements,0,386473090,LU1693257310,534552A0,1654.23,0.430315181,EUROPEAN SEC LEND A RAIF,EUR,126.18,188101.0204,144109.178,208730.7414,203412.2821,112,112,22791.7114,0,-382.780035,-382.780035,-0.204916099,-0.000807958,-0.00568463,-0.111442451,0.00487667,3.279348185
,Comptabilisé,Autres placements,0,386473090,LU1693257310,53233600,2197.36,0.571599697,EUROPEAN SEC LEND A RAIF,EUR,126.18,152054.5688,0,277262.8848,270198.2265,98,99,-4796.663505,0,-2401.453505,-2401.453505,-1.57573287,-0.005068903,-0.00755024,-3.150082121,0.00248134,3.054822392
