Répartition Générale (Pondération),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liq,DevT,CTerme,Oblig,Actions,HF,MPrem,Autres,Total,,,,,,,,,,,,,,,,,
,Comptabilisé,Obligations,0,444336850,LU1901202363,53896900,1783.532,0.349684899,DHARMARESEARCH DR GBL A,EUR,94.78,168814.4425,165329.9399,169043.163,167768.5775,92,92,-13926.68704,0,2438.637572,2438.637572,1.475012676,0.0050619,0.00177236,1.475012676,0.00328954,29.12281291
,Comptabilisé,Obligations,0,444336850,LU1901202363,534552A0,23497.336,4.60696167,DHARMARESEARCH DR GBL A,EUR,94.78,1858932.801,1136361.952,2227077.506,2210285.342,96,96,-86725.22392,0,2902.491122,2902.491122,0.157440346,0.006024724,0.00479683,1.190533871,0.00122789,35.7777433
,Comptabilisé,Obligations,0,444336850,LU1901202363,532338B0,703.257,0.137882781,DHARMARESEARCH DR GBL A,EUR,94.78,84314.71051,94112.34496,66654.69846,66152.12203,92,92,-5165.34154,0,1103.421744,1103.421744,1.332476983,0.002290381,0.0008986,1.00724926,0.00139178,40.66755289
,Comptabilisé,Obligations,0,444336850,LU1901202363,532338A0,915.257,0.179448169,DHARMARESEARCH DR GBL A,EUR,94.78,86630.68573,84842.53988,86748.05846,86093.9781,92,92,-6769.95154,0,1251.438218,1251.438218,1.475012676,0.00259762,0.00090952,1.475012676,0.0016881,33.80371989
,Comptabilisé,Obligations,0,444336850,LU1901202363,53233800,391.7,0.076797935,DHARMARESEARCH DR GBL A,EUR,94.78,37075.09432,36309.8265,37125.326,36845.40104,93,93,-2740.154,0,535.5745436,535.5745436,1.475012676,0.001111696,0.00038925,1.475012676,0.00072245,6.940287485
,Comptabilisé,Obligations,0,444336850,LU1901202363,532336B0,610,0.11959852,DHARMARESEARCH DR GBL A,EUR,94.78,57737.57349,56545.81099,57815.8,57379.86887,93,93,-4190.7,0,834.05788,834.05788,1.475012676,1.73E-03,0.00060618,1.475012676,0.00112508,42.37014154
,Comptabilisé,Obligations,0,444336850,LU1901202363,532336A0,560,0.109795363,DHARMARESEARCH DR GBL A,EUR,94.78,53004.98549,51910.90845,53076.8,52676.60093,93,93,-3847.2,0,765.69248,765.69248,1.475012676,0.001589354,0.00055649,1.475012676,0.00103286,46.82538915
,Comptabilisé,Obligations,0,444336850,LU1901202363,53233600,31670.814,6.209479498,DHARMARESEARCH DR GBL A,EUR,94.78,1097537.466,631751.5844,3001759.751,2979126.482,83,94,-585898.9276,0,3119.187998,3119.187998,0.291714164,6.47E-03,0.03119246,0.271852366,-0.02471794,33.68930607
,Comptabilisé,Obligations,0,444336850,LU1901202363,53182600,690,0.135283572,DHARMARESEARCH DR GBL A,EUR,94.78,65309.71427,63961.65505,65398.2,64905.09757,93,93,-4740.3,0,943.44252,943.44252,1.475012676,1.96E-03,0.00068568,1.475012676,0.00127263,29.49774475
,Comptabilisé,Obligations,0,444336850,LU1901202363,52122600,13384.627,2.624232107,DHARMARESEARCH DR GBL A,EUR,94.78,1404101.183,1464316.532,1268594.947,1259029.741,93,93,-83638.27294,0,20538.04229,20538.04229,1.492052706,0.04263098,0.01485311,1.32006932,0.02777787,33.7978407
,Comptabilisé,Obligations,0,444336850,LU1901202363,51921000,12864.435,2.522241626,DHARMARESEARCH DR GBL A,EUR,94.78,1172937.099,1108987.105,1219291.149,1210097.694,94,94,-75538.8807,0,14420.74974,14420.74974,1.253536139,0.029933267,0.01244479,1.378145294,0.01748848,33.1698395
,Comptabilisé,Obligations,0,444336850,LU1901202363,32540 00,905.927,0.1776189,DHARMARESEARCH DR GBL A,EUR,94.78,85747.58481,83977.66707,85863.76106,85216.3483,86,94,-12997.9917,0,1238.681235,1238.681235,1.475012676,0.002571141,0.00090025,1.475012676,0.00167089,43.32363858
,Comptabilisé,Obligations,0,444336850,LU1901202363,15549 00,15200.483,2.980254551,DHARMARESEARCH DR GBL A,EUR,94.78,1208532.698,978936.1896,1440701.779,1429838.887,92,95,-129230.0779,0,6660.436805,6660.436805,0.559143651,1.38E-02,0.01336822,1.207573727,0.0004569,33.89137596
,Comptabilisé,Obligations,0,132813650,LU0646914142,60864 F4,780.401,0.249432866,ARCANO EUROP INC ESG BA,EUR,154.51,181591.2209,211574.9499,120579.7585,119670.5871,108,108,9856.46851,23934.11743,6736.749714,6736.749714,3.793245542,0.013983526,0.00262073,2.83679709,0.0113628,4.039636879
,Comptabilisé,Obligations,0,132813650,LU0646914142,534552A0,2213,0.707322175,ARCANO EUROP INC ESG BA,EUR,154.51,338743.6069,328710.359,341930.63,339352.473,101,101,6278.3,67870.49461,10642.11407,10642.11407,3.237535349,0.022089922,0.00358646,3.237535349,0.01850346,5.493076138
,Comptabilisé,Obligations,0,132813650,LU0646914142,53233600,2688.164,0.859194762,ARCANO EUROP INC ESG BA,EUR,154.51,195619.8147,159704.8117,415348.2196,412216.4941,100,109,778.1440639,82443.29881,5580.362363,5580.362363,2.926906347,0.011583203,0.00542191,1.014926476,0.00616129,4.661530055
,Comptabilisé,Obligations,0,132813650,LU0646914142,52122600,996.383,0.318465337,ARCANO EUROP INC ESG BA,EUR,154.51,263858.1194,319409.4749,153951.1373,152790.3458,109,109,13347.18733,30558.06915,9693.167065,9693.167065,3.747169827,0.020120185,0.00403837,2.62352297,0.01608182,4.101558206
,Comptabilisé,Obligations,0,132813650,LU0646914142,51921000,964.589,0.308303294,ARCANO EUROP INC ESG BA,EUR,154.51,192900.2478,212939.6994,149038.6464,147914.895,109,109,12921.28639,29582.979,6268.820187,6268.820187,3.327699405,0.013012241,0.00254316,2.694537235,0.01046908,4.054477048
,Comptabilisé,Obligations,0,132813650,LU0646914142,15549 00,1122.514,0.358779505,ARCANO EUROP INC ESG BA,EUR,154.51,95423.74891,0,173439.6381,172131.9033,99,97,-567.8057493,34426.38065,-2505.022124,-2505.022124,-2.58195099,-0.005199695,0.00212213,-1.434417217,-0.00732183,4.080031044
Actions,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Actions,0,363347810,CA95942C1041,46178 00,2800,0.001063696,WESTERN RESORCS RG,CAD,0.27,446.5510172,430.1829,756,510.33024,4,5,-10686.16264,0,80.14734,80.14734,18.63099161,0.000166362,-1.22E-05,18.63099161,0.00017857,0.143033528
,Comptabilisé,Actions,1,244767580,CH0244767585,54570000,1400,0.056289387,UBS GROUP (NOM),CHF,19.29,26972.29231,24087,27006,27006,105,105,1386,17406.8064,2919,2919,12.11857018,6.06E-03,0,12.11857018,0.00605899,0.360099098
,Comptabilisé,Actions,0,371415720,CA9023903011,46178 A0,15700,0.002208998,TYNER RESOURCES RG,CAD,0.1,1084.793456,857.63448,1570,1059.8128,22,24,-3765.605502,0,202.17832,202.17832,23.57394959,0.000419663,-2.53E-05,23.57394959,0.00044501,3.425976419
,Comptabilisé,Actions,0,1106536670,CA89279P1018,46178 A0,7475,0.001104323,TRAILBREAKER RESOURCES,CAD,0.105,577.1330488,459.3738825,784.875,529.82202,2,2,-23860.24277,0,70.4481375,70.4481375,15.33568629,0.00014623,-1.27E-05,15.33568629,0.00015891,1.712715441
,Comptabilisé,Actions,0,1258597000,CA88605R1047,46178 A0,1067,0,THUNDERBIRD MINERALS CORP,CAD,0,0,0,0,0,,,0,,0,0,,0,0,0,0,0
,Comptabilisé,Actions,1,38388910,CH0038388911,54570000,175,0.028250473,SULZER (NOM),CHF,77.45,13704.92308,12600,13553.75,13553.75,97,97,-350,5376.070327,953.75,953.75,7.569444444,0.001979707,0,7.569444444,0.00197971,0.180726252
,Comptabilisé,Actions,1,1175448660,CH1175448666,54570000,200,0.05683965,STRAUMANN HLDG,CHF,136.35,24935.69231,21120,27270,27270,121,121,4766.64,17576.96847,6150,6150,29.11931818,0.012765605,0,29.11931818,0.0127656,0.363619285
,Comptabilisé,Actions,0,1219812410,CA86308P1027,46178 A0,10500,0.007977721,STRATHMORE PLUS URANIUM,CAD,0.54,3405.611855,2186.763075,5670,3827.4768,3,4,-100391.2748,0,1640.713725,1640.713725,75.02933188,0.003405643,-9.13E-05,75.02933188,0.00349698,12.37279382
,Comptabilisé,Actions,1,12549780,CH0012549785,54570000,100,0.055985075,SONOVA HOLDING (NOM),CHF,268.6,23841.53846,21930,26860,26860,107,107,1869.47,13317.46278,4930,4930,22.48062016,0.010233241,0,22.48062016,0.01023324,0.358152328
,Comptabilisé,Actions,0,10606170,DE0007203705,46178 00,450,0.027135032,SNP SCHNEIDER-NEU&PARTNER,EUR,29.15,12599.5194,11997.0315,13117.5,13018.59405,51,51,-12502.51,0,1021.56255,1021.56255,8.51512768,0.002120466,0.00013774,8.51512768,0.00198272,3.648804825
,Comptabilisé,Actions,0,108142440,GB00B4W19G74,46178 A0,60000,0,ROK GLOBAL,EUR,0,0,0,0,0,,,-50232.54,,0,0,,0,0,0,0,0
,Comptabilisé,Actions,1,12032040,CH0012032048,54570000,110,0.05982962,ROCHE (BON),CHF,260.95,30605.80769,31955,28704.5,28704.5,70,70,-12298,18501.58018,-2571.25,-3250.5,-8.08E+00,-5.34E-03,0,-8.05E+00,-0.00533716,0.382746966
,Comptabilisé,Actions,0,257039620,CA74945R2028,46178 A0,291500,0,RDX TECHNOLOGIES,CAD,0,0,0,0,0,,,0,,0,0,,0,0,0,0,0
,Comptabilisé,Actions,1,12005260,CH0012005267,54570000,486,0.084847528,NOVARTIS (NOM),CHF,83.76,23048.72308,19727.24,40707.36,40707.36,106,106,2411.08,26238.06319,2422.88,1932,10.44109663,0.005029192,0,2.029377802,0.00502919,0.542793587
,Comptabilisé,Actions,0,273925760,DE000A0SMU87,46178 00,400,0.010467182,NORTHERN DATA AG,EUR,12.65,4008.155124,2387.55738,5060,5021.8476,16,16,-24839.23,0,2634.29022,2634.29022,110.3341114,0.005468017,5.37E-05,110.3341114,0.00541432,1.407505425
,Comptabilisé,Actions,1,38863350,CH0038863350,54570000,255,0.059241422,NESTLE (NOM),CHF,111.46,14826.58154,11249.7,28422.3,28422.3,98,98,-428.56,18319.68724,1014.14,1014.14,7.090968986,0.002105059,0,3.711550483,0.00210506,0.3789841
,Comptabilisé,Actions,0,1213375250,DE000A31C305,46178 00,400,0.019362218,MYNARIC,EUR,23.4,7933.431477,6398.4168,9360,9289.4256,35,35,-17270.88,0,2891.0088,2891.0088,45.18318969,0.00600089,9.88E-05,45.18318969,0.00590206,2.603606873
,Comptabilisé,Actions,0,115857590,CA5777572069,46178 A0,6250,0,MAXIM RESOURCES,CAD,0,0,0,0,0,,,-14769.63,,0,0,,0,0,0,0,0
,Comptabilisé,Actions,1,25751320,CH0025751329,54570000,260,0.028776245,LOGITECH INTL (NOM),CHF,53.1,13671.08,14835.6,13806,13806,73,73,-5044,6845.156039,-1029.6,-1029.6,-6.940063091,-0.002137149,0,-6.940063091,-0.00213715,0.184089763
,Comptabilisé,Actions,1,102484960,CH0102484968,54570000,400,0.051958151,JULIUS BAER GRP N,CHF,62.32,23917.16923,21544,24928,24928,112,112,2776,16067.42465,3384,3384,15.70738953,0.007024196,0,15.70738953,0.0070242,0.332390962
,Comptabilisé,Actions,0,237935630,CH0237935637,54570000,150,0.045734345,ISHARES SWISS DIV(CH) A,CHF,146.28,21848.86154,21300,21942,21942,91,91,-1953,10879.06807,837,642,3.934600392,0.001737368,0,3.950389615,0.00173737,0.292575517
,Comptabilisé,Actions,0,10853550,US4642872000,53182600,25,0.019568405,ISHARES CORE S&P 500 ETF,USD,411.08,9269.859998,8886.7773,10277,9388.34781,146,137,3023.66375,4228.483389,528.0347804,501.57051,5.943383054,0.001096046,-0.00024957,5.953704672,0.00134561,4.266769447
,Comptabilisé,Actions,1,10652780,IE0008471009,53182600,400,0.036357944,ISHARES CORE EUSTX50 ETF,EUR,43.94,16861.062,15206.114,17576,17443.47696,128,128,3849.29,10466.08618,2321.732831,2237.36296,15.29765225,0.00481924,0.00018596,15.27967297,0.00463328,7.927624333
,Comptabilisé,Actions,0,396427280,CA4528941087,46178 00,240000,0.030391317,IMPERIAL MINING GROUP A,CAD,0.09,14385.33563,16387.92,21600,14580.864,47,46,-16123.22104,0,-1807.056,-1807.056,-11.02675629,-0.003750921,-0.00034961,-11.02675629,-0.00340131,4.086672241
,Comptabilisé,Actions,1,12214050,CH0012214059,54570000,535,0.065680331,HOLCIM,CHF,58.9,29528.62538,25615.8,31511.5,31511.5,126,126,6601.9,20310.84129,5895.7,5895.7,23.01587302,0.012237752,0,23.01587302,0.01223775,0.420175618
,Comptabilisé,Actions,0,199538770,CA43004Y1016,46178 A0,100000,0.011256043,HIGHLAND COPPER,CAD,0.08,5473.998308,4779.81,8000,5400.32,14,16,-31135.68224,0,620.51,620.51,12.98189677,0.001287998,-0.00012922,12.98189677,0.00141721,17.45720468
,Comptabilisé,Actions,0,1258596980,CA3811861051,46178 A0,2135,0.00070593,GOLDEN SKY MINERALS CO A,CAD,0.235,35.78595031,0,501.725,338.684444,22,24,-1182.722474,0,36.9101846,36.9101846,110.0795217,7.66E-05,9.70E-07,12.23105797,7.57E-05,1.094839502
,Comptabilisé,Actions,0,444336750,LU1901202280,60864 W1,7705.467,2.235851881,DHARMARESEARCH DR EQ A,EUR,140.27,1085860.058,1034673.819,1080845.856,1072696.278,121,121,194046.0761,0,38022.4597,38022.4597,3.67E+00,7.89E-02,0.01133792,3.67E+00,0.0675856,31.3884973
,Comptabilisé,Actions,0,444336750,LU1901202280,60864 F4,6824.6,1.980255674,DHARMARESEARCH DR EQ A,EUR,140.27,961727.6343,916392.8601,957286.642,950068.7007,140,140,275934.612,0,33675.84061,33675.84061,3.674825729,0.069901214,0.01004181,3.674825729,0.05985941,32.07080915
,Comptabilisé,Actions,0,444336750,LU1901202280,54617000,1522.533,0.44178481,DHARMARESEARCH DR EQ A,EUR,140.27,214556.4664,204442.5125,213565.7039,211955.4185,104,105,9453.188503,0,7512.90605,7512.90605,3.674825729,0.0155946,0.00224027,3.674825729,0.01335432,21.21260446
,Comptabilisé,Actions,0,444336750,LU1901202280,54570000,5894.636,1.710413267,DHARMARESEARCH DR EQ A,EUR,140.27,830676.4258,791519.2602,826840.5917,820606.2137,98,100,-9977.036342,0,29086.95343,29086.95343,3.674825729,6.04E-02,0.00867344,3.674825729,0.05170258,10.9419965
,Comptabilisé,Actions,0,444336750,LU1901202280,53896900,1227.505,0.3561782,DHARMARESEARCH DR EQ A,EUR,140.27,147187.9493,117695.2384,172182.1264,170883.8731,112,112,18658.20635,0,1871.321898,1871.321898,1.315853815,3.88E-03,0.00160487,2.786876818,0.00227945,29.66359458
,Comptabilisé,Actions,0,444336750,LU1901202280,534552A0,14242.164,4.132568365,DHARMARESEARCH DR EQ A,EUR,140.27,1764077.417,1468484.982,1997748.344,1982685.322,111,111,208069.9543,0,37635.2172,37635.2172,2.218825783,0.078119724,0.01908828,3.297058035,0.05903145,32.09359676
,Comptabilisé,Actions,0,444336750,LU1901202280,532338B0,350,0.101557525,DHARMARESEARCH DR EQ A,EUR,140.27,49322.25655,46997.26007,49094.5,48724.32747,137,137,13517,0,1727.067405,1727.067405,3.674825729,3.58E-03,0.00051499,3.674825729,0.00306989,29.95367501
,Comptabilisé,Actions,0,444336750,LU1901202280,532336B0,460,0.133475604,DHARMARESEARCH DR EQ A,EUR,140.27,64823.53717,61767.82751,64524.2,64037.68753,137,137,17765.2,0,2269.860018,2269.860018,3.674825729,0.004711567,0.00067685,3.674825729,0.00403472,47.28637305
,Transmis,Actions,0,444336750,LU1901202280,532336B0,-75,-0.021762327,DHARMARESEARCH DR EQ A,EUR,140.27,-160.629651,0,-10520.25,-10440.92732,,,,0,,,,,,,,-7.709734736
,Comptabilisé,Actions,0,444336750,LU1901202280,532336A0,220,0.063836159,DHARMARESEARCH DR EQ A,EUR,140.27,31002.56126,29541.1349,30859.4,30626.72012,137,137,8496.4,0,1085.585226,1085.585226,3.674825729,0.002253358,0.00032371,3.674825729,0.00192965,27.22476513
,Comptabilisé,Actions,0,444336750,LU1901202280,53233600,19411.868,5.632632204,DHARMARESEARCH DR EQ A,EUR,140.27,1059470.778,653090.8449,2722902.724,2702372.038,117,130,401469.4178,0,16923.69294,16923.69294,1.668347024,3.51E-02,0.02854315,2.596982587,0.0065855,30.55964197
,Comptabilisé,Actions,0,444336750,LU1901202280,52122600,8026.899,2.32911999,DHARMARESEARCH DR EQ A,EUR,140.27,1210152.008,1222183.755,1125933.123,1117443.587,139,139,320803.1527,0,48330.87463,48330.87463,4.199943459,0.100320787,0.01241038,3.552378469,0.0879104,29.99705178
,Comptabilisé,Actions,0,444336750,LU1901202280,51921000,7849.542,2.27765731,DHARMARESEARCH DR EQ A,EUR,140.27,1106163.212,1054019.905,1101055.256,1092753.3,139,139,313477.7963,0,38733.39466,38733.39466,3.674825729,0.08039922,0.01154992,3.674825729,0.0688493,29.9533267
,Comptabilisé,Actions,0,444336750,LU1901202280,32540 00,330,0.095754238,DHARMARESEARCH DR EQ A,EUR,140.27,46503.84189,44311.70235,46289.1,45940.08019,120,138,7922.570186,0,1628.377839,1628.377839,3.674825729,0.003380037,0.00048557,3.674825729,0.00289447,23.35574652
,Comptabilisé,Actions,0,444336750,LU1901202280,15549 00,9213.128,2.673321366,DHARMARESEARCH DR EQ A,EUR,140.27,1228437.274,1109421.081,1292325.465,1282581.331,129,133,316401.7507,0,34804.95271,34804.95271,2.960802822,0.072244921,0.01301376,3.406446725,0.05923116,30.4009399
,Comptabilisé,Actions,0,413099720,CA25043D1078,46178 00,15000,0.035456536,DESERT MOUNTAIN ENERGY,CAD,1.68,25145.78407,28371.5865,25200,17011.008,72,69,-6631.124549,0,-11360.5785,-11360.5785,-40.0420981,-0.023581245,-0.00040979,-40.0420981,-0.02317146,4.767784281
,Comptabilisé,Actions,0,1150967470,CA19682H1073,46178 A0,240,0.000246507,COLOURED TIES CAPITAL,CAD,0.73,132.1082023,98.32752,175.2,118.267008,7,8,-1423.454484,0,19.939488,19.939488,20.27864427,4.14E-05,-2.83E-06,20.27864427,4.42E-05,0.382312783
,Comptabilisé,Actions,1,12142630,CH0012142631,54570000,2288,0.072058753,CLARIANT (NOM),CHF,15.11,35122.912,33519.2,34571.68,34571.68,91,91,-3203.2,20569.19114,1052.48,1052.48,3.139931741,0.002184641,0,3.139931741,0.00218464,0.460980182
,Comptabilisé,Actions,0,1101561310,CA1567881018,46178 00,30000,0.034190231,CERRADO GOLD INC,CAD,0.81,18061.20951,18026.712,24300,16403.472,75,73,-5445.896173,0,-1623.24,-1623.24,-9.004637119,-0.003369372,-0.00039322,-9.004637119,-0.00297615,4.597506271
,Comptabilisé,Actions,0,448925050,CA13648X1087,46178 A0,13333,0.007503841,CANADIAN PREMIUM SAND,CAD,0.4,3765.865984,3823.752404,5333.2,3600.123328,189,207,1716.484486,0,-223.6290758,-223.6290758,-5.848419358,-0.000464189,-8.63E-05,-5.848419358,-0.00037791,11.6378455
,Comptabilisé,Actions,0,127314300,CA09214V1040,46178 00,75000,0.007386778,BLACK IRON,CAD,0.07,3908.629846,4096.98,5250,3543.96,20,19,-13483.12553,0,-553.02,-553.02,-13.49823529,-0.001147908,-8.50E-05,-13.49823529,-0.00106291,0.993288392
,Comptabilisé,Actions,0,483231160,CA0783147055,46178 A0,1250,0,BELLATRIX EXPLORATION,CAD,0,0,0,0,0,,,-164541.28,,0,0,,0,0,0,0,0
,Comptabilisé,Actions,0,180194770,CA05461V2012,46178 A0,20000,0.001266305,AXMIN,CAD,0.045,603.9093692,477.981,900,607.536,3,3,-18319.06838,0,129.555,129.555,27.10463387,0.000268918,-1.45E-05,27.10463387,0.00028344,1.963935527
,Comptabilisé,Actions,0,383252400,CA05334L1094,46178 00,130000,0.038411247,AUXICO RESOURCES CANADA,CAD,0.21,34328.2726,39945.555,27300,18428.592,43,42,-23841.03076,0,-21516.963,-21516.963,-53.86572549,-0.044662934,-0.00044584,-53.86572549,-0.04421709,5.165099637
,Comptabilisé,Actions,0,180301130,CA0475591099,46178 00,60000,0.019416674,ATICO MINING,CAD,0.23,10003.87435,8603.658,13800,9315.552,44,42,-11575.45511,0,711.894,711.894,8.274317738,0.001477684,-0.00022297,8.274317738,0.00170066,2.610929487
,Comptabilisé,Actions,0,351207290,CA0435041094,46178 00,200000,0.057687221,ASCENDANT RESOURCES,CAD,0.205,32993.48385,32775.84,41000,27676.64,101,98,406.4072809,0,-5099.2,-5099.2,-15.55780111,-0.010584451,-0.00066395,-15.55780111,-0.0099205,7.757109346
,Comptabilisé,Actions,0,23078320,BMG0415W1010,46178 A0,318.192,0.024313188,AM2 EURO A,EUR,36.938,12006.72286,12147.05769,11753.3761,11664.75564,58,58,-8499.543904,0,-482.3020504,-482.3020504,-3.970525725,-0.001001118,0.00012307,-3.970525725,-0.00112419,37.70777042
,Comptabilisé,Actions,0,23078320,BMG0415W1010,46178 00,88.313,0.006748034,AM2 EURO A,EUR,36.938,3332.421042,3371.370449,3262.105594,3237.509318,35,35,-5873.234406,0,-133.861131,-133.861131,-3.970525725,-0.000277857,3.42E-05,-3.970525725,-0.00031201,0.907397494
,Comptabilisé,Actions,1,432492460,CH0432492467,54570000,549,0.074035989,ALCON INC,CHF,64.7,36208.83046,34685.82,35520.3,35520.3,85,85,-5830.38,17611.32812,834.48,834.48,2.405824628,0.001732137,0,2.405824628,0.00173214,0.473629119
,Comptabilisé,Actions,0,478634100,CH0478634105,532338A0,9000,0.344695896,AEVIS VICTORIA,CHF,18.375,164776.7908,158400,165375,165375,422,356,127161.7408,0,6975,6975,4.403409091,0.014478064,0,4.403409091,0.01447806,64.93241803
,Comptabilisé,Actions,0,478634100,CH0478634105,53233800,26600,1.01876787,AEVIS VICTORIA,CHF,18.375,491572.7498,473440,488775,488775,360,304,355893.7723,0,20412.089,20412.089,4.31864573,0.042369538,0,4.327734685,0.04236954,92.06682298
,Comptabilisé,Actions,1,12138600,CH0012138605,54570000,307,0.02121232,ADECCO GROUP (NOM),CHF,33.15,10321.71785,9351.22,10177.05,10177.05,75,75,-3383.14,6055.062604,825.83,825.83,8.831254104,0.001714182,0,8.831254104,0.00171418,0.135701197
,Comptabilisé,Actions,1,12221710,CH0012221716,54570000,1733,0.113312895,ABB LTD (NOM),CHF,31.37,53623.81908,48627.98,54364.21,54364.21,103,103,1685.34,35040.63092,6682.45,5736.23,1.38E+01,1.39E-02,0,13.8702533,0.01387082,0.724894579
Fonds alternatifs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,60864 W1,341.997,0.21827247,PRIMA CAPITAL FUND D,EUR,308.53,104964.2762,102060.4288,105516.3344,104720.7412,86,86,-16283.57559,20944.14825,2660.312413,2660.312413,2.61E+00,5.52E-03,0.00110659,2.606605168,0.00441544,3.064265972
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,60864 F4,284.998,0.181894044,PRIMA CAPITAL FUND D,EUR,308.53,87470.38359,85050.50658,87930.43294,87267.43748,87,87,-12819.66706,17453.4875,2216.9309,2216.9309,2.61E+00,4.60E-03,0.00092216,2.606605168,0.00367954,2.945826265
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,534552A0,3.70E+02,0.236462002,PRIMA CAPITAL FUND D,EUR,308.53,113711.3759,110565.5392,114309.4394,113447.5462,87,87,-16353.70059,22689.50925,2882.007058,2882.007058,2.61E+00,5.98E-03,0.00119881,2.606605168,0.0047834,1.836367961
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,52122600,4.27E+02,0.272840428,PRIMA CAPITAL FUND D,EUR,308.53,131205.2685,127575.4614,131895.3409,130900.85,86,86,-20579.45912,26180.17,3325.388571,3325.388571,2.61E+00,6.90E-03,0.00138324,2.606605168,0.0055193,3.513948822
,Comptabilisé,Fonds alternatifs,0,18659470,VGG7238P1146,51921000,3.28E+02,0.209177704,PRIMA CAPITAL FUND D,EUR,308.53,100590.7263,97807.87366,101119.7819,100357.3388,86,86,-15777.58809,20071.46775,2549.46509,2549.46509,2.61E+00,5.29E-03,0.00106048,2.606605168,0.00423146,2.750882706
,Comptabilisé,Fonds alternatifs,0,5139480,VGG7238PAA45,53233600,1.38E+03,0.600461513,PRIMA CAPITAL FUND C,CHF,208.18,110326.8641,68634.21648,288083.8558,288083.8558,85,85,-47760.94422,57133.96915,4181.6593,4181.6593,3.91E+00,8.68E-03,0,1.754730281,0.0086799,3.257782188
,Comptabilisé,Fonds alternatifs,0,477000,VGG7238P1062,534552A0,282.321,0.264982689,PRIMA CAPITAL FUND A,USD,492.93,128670.9278,125150.3799,139164.4905,127130.937,95,92,-5606.483194,22903.75544,1980.557166,1980.557166,1.58E+00,4.11E-03,-0.00337097,1.582541874,0.00748203,2.057860107
,Comptabilisé,Fonds alternatifs,0,477000,VGG7238P1062,15549 00,225.857,0.211986339,PRIMA CAPITAL FUND A,USD,492.93,102936.8334,100120.3926,111331.691,101704.8397,91,91,-10648.38899,18323.02058,1584.447136,1584.447136,1.58E+00,3.29E-03,-0.00269678,1.582541874,0.00598563,2.410703045
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,60864 F4,97.323,0.185312433,PETERS THEM C 022823 ORRR,USD,1000,48568.03997,0,97323,88907.48019,97,99,-2120.704476,0,-1646.196164,-1646.196164,-3.481129264,-0.003417023,-0.00154751,-1.81792306,-0.00186952,3.001188048
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,534552A0,219.841,0.418598589,PETERS THEM C 022823 ORRR,USD,1000,109709.385,0,219841,200831.3487,98,99,-3553.448574,0,-2497.102722,-2497.102722,-2.35E+00,-5.18E-03,-0.00350653,-1.228112792,-0.00167673,3.250843819
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,53233600,295.048,0.561800012,PETERS THEM C 022823 ORRR,USD,1000,41485.21849,0,295048,269535.1994,97,98,-7082.09056,0,-1855.85056,-1855.85056,-4.73E+00,-3.85E-03,-0.00094162,-2.411117183,-0.00291059,3.048025616
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,52122600,124.212,0.236511697,PETERS THEM C 022823 ORRR,USD,1000,61986.71826,0,124212,113471.3884,97,98,-3459.857331,0,-2844.803407,-2844.803407,-4.68E+00,-5.90E-03,-0.00196842,-2.445750126,-0.00393656,3.046066175
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,51921000,120.354,0.229165691,PETERS THEM C 022823 ORRR,USD,1000,60061.42313,0,120354,109946.9896,97,98,-3352.381928,0,-2756.431618,-2756.431618,-4.68E+00,-5.72E-03,-0.00190729,-2.44573908,-0.00381426,3.01374345
,Comptabilisé,Fonds alternatifs,0,1259254960,XD1259254963,15549 00,142.215,0.270791155,PETERS THEM C 022823 ORRR,USD,1000,70970.92984,0,142215,129917.669,98,98,-2346.92,0,-3257.108612,-3257.108612,-4.68E+00,-6.76E-03,-0.00225372,-2.445739855,-0.00450708,3.079429859
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,532338B0,5.726,8.87E-05,LL ASSETS SPV G EUR SP #,EUR,7.487,42.55648567,42.33082162,42.870562,42.54731796,2,2,-1777.079438,0,0.216496338,0.216496338,0.511439017,4.49E-07,4.50E-07,0.511439017,0,0.026156308
,Comptabilisé,Fonds alternatifs,0,252362760,VGG5532C1445,53233800,5.726,8.87E-05,LL ASSETS SPV G EUR SP #,EUR,7.487,42.55648567,42.33082162,42.870562,42.54731796,2,2,-1780.519438,0,0.216496338,0.216496338,5.11E-01,4.49E-07,4.50E-07,0.511439017,0,0.008014314
