RM Desk;RM Code;BP Code;BP ISO currency;Container code;Container ISO currency;Asset ID;ISIN;Bloomberg Ticker;Asset Name;Market name;Asset group;Asset Country;Asset Economical Sector;S&P Rating;Asset ISO Currency;Maturity date;Record Date;Value Date;Trade Date;Operation number;Order number;Flag reversal;In / out;Order Type;Operation type;Custodian ID;Custodian name;Quantity;Price;FX rate container CCY;FX rate BP CCY;FX rate BU CCY;Gross amount in asset currency;Fees in asset currency;Net amount in asset currency;Interest in asset currency;Gross amount in container currency;Fees in container currency;Net amount in container currency;Interest in container currency;Gross amount in BP currency;Fees in BP currency;Net amount in BP currency;Interest in BP currency;Gross amount in BU currency;Fees in BU currency;Net amount in BU currency;Interest in BU currency;External Reference;Quotation Type;Commission in asset currency;Commission in container currency;Commission in BU currency;External Commission in asset currency;External Commission in container currency;External Commission in BU currency;Fee in asset currency;Fee in container currency;Fee in BU currency;External Fees in asset currency;External Fees in container currency;External Fees in BU currency;VAT in asset currency;VAT in container currency;VAT in BU currency;STAMP in asset currency;STAMP in container currency;STAMP in BU currency;INTEREST in asset currency;INTEREST in container currency;INTEREST in BU currency;EU in asset currency;EU in container currency;EU in BU currency;WTAX in asset currency;WTAX in container currency;WTAX in BU currency;SOURCE TAX in asset currency;SOURCE TAX in container currency;SOURCE TAX in BU currency;COMPLEMENTARY in asset currency;COMPLEMENTARY in container currency;COMPLEMENTARY in BU currency;Retro in asset currency;Retro in container currency;Retro in BU currency
External Asset Management Geneva;26183782;1707872;CHF;01707872.1001;CHF;12051420;LU1901202363;DRGLCRA LX Equity;Uts Dharm DR Glb Cr Uts -A- Cap (44433685);Clearstream Vestima Funds;Funds;Luxembourg;Investment trusts/funds & provisioning inst. (TKBN-19);;EUR;;01.09.2025;02.09.2025;29.08.2025;405296248;;N;AP;Subscription;Stock Exchange;1307600;CLEARSTREAM BANKING Luxembourg;2360;106.08;0.93741016850561797753;0.93741016850561797753;0.93741016850561797753;-250348.8;-3645.05;-253993.85;0;-234679.5107933;-3416.9069347;-238096.417728;0;-234679.5107933;-3416.9069347;-238096.417728;0;-234679.5107933;-3410.356676;-238096.417728;0;VP-250827-418523/STNP/20250827121005;Price per Piece;-3254.53;-3050.8295157;-3044.9810325;-15;-14.0611525;-14.0341971;0;0;0;0;0;0;0;0;0;-375.52;-352.0162665;-351.3414463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
