RM Desk;RM Code;BP Code;BP ISO currency;Container code;Container ISO currency;Asset ID;ISIN;Bloomberg Ticker;Asset Name;Market name;Asset group;Asset Country;Asset Economical Sector;S&P Rating;Asset ISO Currency;Maturity date;Record Date;Value Date;Trade Date;Operation number;Order number;Flag reversal;In / out;Order Type;Operation type;Custodian ID;Custodian name;Quantity;Price;FX rate container CCY;FX rate BP CCY;FX rate BU CCY;Gross amount in asset currency;Fees in asset currency;Net amount in asset currency;Interest in asset currency;Gross amount in container currency;Fees in container currency;Net amount in container currency;Interest in container currency;Gross amount in BP currency;Fees in BP currency;Net amount in BP currency;Interest in BP currency;Gross amount in BU currency;Fees in BU currency;Net amount in BU currency;Interest in BU currency;External Reference;Quotation Type;Commission in asset currency;Commission in container currency;Commission in BU currency;External Commission in asset currency;External Commission in container currency;External Commission in BU currency;Fee in asset currency;Fee in container currency;Fee in BU currency;External Fees in asset currency;External Fees in container currency;External Fees in BU currency;VAT in asset currency;VAT in container currency;VAT in BU currency;STAMP in asset currency;STAMP in container currency;STAMP in BU currency;INTEREST in asset currency;INTEREST in container currency;INTEREST in BU currency;EU in asset currency;EU in container currency;EU in BU currency;WTAX in asset currency;WTAX in container currency;WTAX in BU currency;SOURCE TAX in asset currency;SOURCE TAX in container currency;SOURCE TAX in BU currency;COMPLEMENTARY in asset currency;COMPLEMENTARY in container currency;COMPLEMENTARY in BU currency;Retro in asset currency;Retro in container currency;Retro in BU currency
External Asset Management Geneva;26183782;1612195;EUR;01612195.1001;EUR;6846120;DE000A0S9GB0;;ETC Dt Boerse Comm 2007-o.f. Verfall auf Gold (3624607);Xetra ETFs & ETPs;Structured products;Germany;Financial, investment & other diversified comp. (TKBN-84);;EUR;31.12.4712;02.09.2025;04.09.2025;02.09.2025;406185619;;N;RT;Sell;Stock Exchange;2362000;BNP PARIBAS SA - PARIS (EX. BP2S);-1037;96.145;1;1;0.93628357921404994706;99702.37;-1345.98;98356.39;0;99702.37;-1345.98;98356.39;0;99702.37;-1345.98;98356.39;0;93349.6918397;-1261.7353406;92089.4728678;0;ULB,O3077252;Price per Piece;-1345.98;-1345.98;-1261.7353406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
External Asset Management Geneva;26183782;1707872;CHF;01707872.1001;CHF;6826699;US78463V1070;GLD US Equity;Uts SPDR Gold Trust (4258191);NYSE Arca;Funds;United States of America;Investment trusts/funds & provisioning inst. (TKBN-19);;USD;;02.09.2025;03.09.2025;02.09.2025;406184593;;N;RT;Sell;Stock Exchange;2352775;BROWN BROTHERS HARRIMAN AND CO - NEW YORK;-1570;321.02;0.80284992215233231612;0.80284992215233231612;0.80284992215233231612;504001.4;-6048.02;497953.38;0;404637.4847545;-4855.6523862;399781.8323683;0;404637.4847545;-4855.6523862;399781.8323683;0;404637.4847545;-4844.4633547;399781.8323683;0;ULB,O3077239;Price per Piece;-5292.01;-4248.6898165;-4238.8994279;0;0;0;0;0;0;0;0;0;0;0;0;-756.01;-606.9625696;-605.5639268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
