RM Desk;RM Code;BP Code;BP ISO currency;Container code;Container ISO currency;Asset ID;ISIN;Asset Name;Asset group;Asset ISO Currency;Bloomberg Ticker;Operation number;Order Number;Flag reversal;Order type;Record Date;Trade Date;Value Date;Price;Quantity;Gross amount in asset currency;Interest in asset currency;Limit Price;Order Status;External Reference;Visible Size;Trigger Price
External Asset Management Geneva;26183782;1600220;EUR;01600220.1001;EUR;12051420;LU1901202363;Uts Dharm DR Glb Cr Uts -A- Cap (44433685);Funds;EUR;DRGLCRA LX Equity;362298024;;N;Sell Redemption;24.02.2025;24.02.2025;26.02.2025;0;-720.208;75297.75;0;0;TP: Placed;VP-250224-165558/STNP/20250224022935;0;0
