RM Desk;RM Code;BP Code;BP ISO currency;Container code;Container ISO currency;Asset ID;ISIN;Asset Name;Asset group;Asset ISO Currency;Bloomberg Ticker;Operation number;Order Number;Flag reversal;Order type;Record Date;Trade Date;Value Date;Price;Quantity;Gross amount in asset currency;Interest in asset currency;Limit Price;Order Status;External Reference;Visible Size;Trigger Price
External Asset Management Geneva;26183782;1600220;EUR;01600220.1001;EUR;12051420;LU1901202363;Uts Dharm DR Glb Cr Uts -A- Cap (44433685);Funds;EUR;DRGLCRA LX Equity;386698461;;N;Sell Redemption;10.06.2025;20.06.2025;26.06.2025;105.15;-475;49946.25;0;0;BO: Ready for Verification;VP-250610-315397/STNP/20250610114748;0;0
